"","id","ageGrp","sex","maritalStat","province","popCenter","eduLevel","feelRushed","extraTime","durSleep","durMealPrep","durEating","durAlone","durDriving","durWork","durShoolSite","durSchoolOnline","durStudy","MRW_20","MRW_30","MRW_40","worked12m","workedWeek","enrollStat","dailyTexts","timeSlowDown","timeWorkaholic","timeNotFamFriends","timeWantAlone","province_char","maritalStat_char","eduLevel_char","isFeelRushed"
"4612",14611,6,1,1,12,1,NA,6,6,570,110,115,1005,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NS","Married",NA,0
"4613",14612,4,2,1,12,1,4,1,2,585,70,30,550,75,330,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"NS","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4614",14613,4,1,1,24,1,3,3,6,540,75,60,30,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"QC","Married","Trade certificate or diploma",1
"4615",14614,4,1,1,12,1,2,6,1,150,0,195,555,65,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,NA,"NS","Married","High school diploma or equivalency",0
"4616",14615,5,2,1,35,1,6,3,6,600,75,45,335,45,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,"ON","Married","Bachelor's degree",1
"4617",14616,1,2,2,24,1,2,3,5,600,0,90,0,0,0,0,0,0,NA,NA,NA,1,1,NA,6,2,2,1,2,"QC","Living common-law","High school diploma or equivalency",1
"4618",14617,4,2,1,35,2,3,2,3,555,230,90,325,0,30,0,0,0,NA,2,1,1,2,NA,1,2,1,1,2,"ON","Married","Trade certificate or diploma",1
"4619",14618,4,2,1,13,1,2,1,6,480,60,15,85,0,240,0,0,0,NA,NA,2,2,2,NA,8,2,2,1,2,"NB","Married","High school diploma or equivalency",1
"4620",14619,4,2,1,35,1,1,3,1,690,185,135,345,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"ON","Married","Less than high school dimploma or its equivalent",1
"4621",14620,1,2,6,35,1,NA,2,3,495,0,295,1205,0,0,0,0,0,1,2,2,2,2,1,5,2,2,2,2,"ON","Single, never married",NA,1
"4622",14621,7,1,1,24,1,NA,6,6,615,0,125,120,0,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"QC","Married",NA,0
"4623",14622,1,2,6,48,1,2,2,4,530,0,10,765,80,0,0,0,570,1,2,1,1,2,1,4,2,2,1,2,"AB","Single, never married","High school diploma or equivalency",1
"4624",14623,3,2,1,12,1,6,2,6,510,60,110,0,105,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,"NS","Married","Bachelor's degree",1
"4625",14624,5,2,1,35,1,2,2,5,870,0,30,60,60,300,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"ON","Married","High school diploma or equivalency",1
"4626",14625,4,1,2,35,2,1,1,6,450,75,60,825,90,435,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Living common-law","Less than high school dimploma or its equivalent",1
"4627",14626,6,1,5,35,1,7,4,2,420,90,60,1210,70,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2,"ON","Divorced","University certificate, diploma, degree above the BA level",0
"4628",14627,3,2,1,35,1,6,1,6,450,55,40,165,125,460,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,"ON","Married","Bachelor's degree",1
"4629",14628,5,1,1,59,1,4,4,4,465,30,30,195,30,495,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",0
"4630",14629,4,1,1,35,1,5,1,6,500,0,60,300,70,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,1,"ON","Married","University certificate or dimploma below the bachelor's level",1
"4631",14630,4,2,1,10,1,2,6,1,570,55,40,570,10,160,0,0,20,NA,NA,NA,1,1,NA,2,2,1,2,1,"NL","Married","High school diploma or equivalency",0
"4632",14631,5,1,5,24,1,4,2,2,445,105,0,745,30,360,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2,"QC","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
"4633",14632,2,1,1,35,1,5,1,4,280,70,0,990,0,810,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,1,"ON","Married","University certificate or dimploma below the bachelor's level",1
"4634",14633,7,2,3,59,1,5,2,6,570,0,120,1160,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,"BC","Widowed","University certificate or dimploma below the bachelor's level",1
"4635",14634,5,2,5,12,2,4,4,6,505,85,0,1070,120,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NS","Divorced","College, CEGEP, or other non-university certificate or dimploma",0
"4636",14635,2,1,6,35,1,6,6,6,605,0,0,815,50,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Single, never married","Bachelor's degree",0
"4637",14636,3,1,1,59,1,4,1,3,490,0,170,455,0,0,0,0,0,NA,NA,NA,1,1,NA,2,1,1,2,1,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4638",14637,3,2,3,24,1,3,2,2,430,0,30,1240,90,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"QC","Widowed","Trade certificate or diploma",1
"4639",14638,7,2,1,35,2,4,4,6,540,0,255,135,0,0,0,0,0,NA,2,2,2,2,NA,1,2,NA,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",0
"4640",14639,2,2,1,35,1,2,3,6,510,40,50,165,0,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Married","High school diploma or equivalency",1
"4641",14640,5,2,1,35,2,3,3,6,600,0,15,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Married","Trade certificate or diploma",1
"4642",14641,6,2,1,46,1,4,2,3,510,135,180,60,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,1,"MB","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4643",14642,4,2,1,48,2,4,2,2,480,0,30,360,30,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,1,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4644",14643,4,1,6,12,1,4,1,6,555,45,20,1090,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"NS","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
"4645",14644,3,2,5,35,1,4,1,3,570,90,10,1385,70,0,0,0,0,NA,NA,NA,1,1,1,2,2,2,2,1,"ON","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
"4646",14645,3,1,1,24,2,3,3,1,540,30,65,410,60,325,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"QC","Married","Trade certificate or diploma",1
"4647",14646,7,2,3,24,2,1,2,4,540,0,45,1175,10,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Widowed","Less than high school dimploma or its equivalent",1
"4648",14647,4,1,6,46,2,1,1,4,480,0,90,1295,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,1,"MB","Single, never married","Less than high school dimploma or its equivalent",1
"4649",14648,4,2,1,48,1,7,5,6,760,60,30,0,10,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"AB","Married","University certificate, diploma, degree above the BA level",0
"4650",14649,6,1,1,35,1,2,1,6,420,90,20,60,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Married","High school diploma or equivalency",1
"4651",14650,1,2,6,35,1,6,2,4,500,30,30,20,20,490,0,0,0,NA,NA,NA,1,1,2,2,2,2,1,2,"ON","Single, never married","Bachelor's degree",1
"4652",14651,6,1,6,24,1,2,6,6,420,150,395,1290,0,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,"QC","Single, never married","High school diploma or equivalency",0
"4653",14652,5,1,1,59,1,6,1,6,660,0,60,200,40,490,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,2,"BC","Married","Bachelor's degree",1
"4654",14653,3,1,6,48,1,6,1,6,470,0,20,1440,0,940,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"AB","Single, never married","Bachelor's degree",1
"4655",14654,7,2,3,35,1,6,6,6,540,120,30,390,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Widowed","Bachelor's degree",0
"4656",14655,2,2,2,35,1,2,1,3,540,210,120,390,50,0,0,0,120,NA,2,1,1,2,NA,2,2,1,1,1,"ON","Living common-law","High school diploma or equivalency",1
"4657",14656,4,2,5,35,1,6,2,3,510,0,150,330,90,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Divorced","Bachelor's degree",1
"4658",14657,4,2,1,24,1,4,1,6,805,30,60,245,60,60,0,240,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"QC","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4659",14658,7,2,1,48,1,5,6,6,570,75,30,1260,0,0,0,0,0,NA,2,2,2,2,NA,4,2,2,2,2,"AB","Married","University certificate or dimploma below the bachelor's level",0
"4660",14659,3,1,1,24,1,4,1,4,410,10,85,410,70,0,490,0,280,1,2,1,1,2,1,1,1,1,1,2,"QC","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4661",14660,6,2,5,35,1,6,1,6,675,0,90,1440,0,0,0,0,0,NA,2,1,1,2,NA,2,2,2,2,2,"ON","Divorced","Bachelor's degree",1
"4662",14661,7,2,1,24,2,2,2,6,615,60,30,135,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","High school diploma or equivalency",1
"4663",14662,5,1,6,48,2,1,4,4,600,50,0,1440,30,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"AB","Single, never married","Less than high school dimploma or its equivalent",0
"4664",14663,4,2,1,35,1,6,1,3,480,0,85,650,60,560,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"ON","Married","Bachelor's degree",1
"4665",14664,4,2,1,24,1,5,2,6,555,30,30,450,140,0,0,0,0,NA,2,2,2,2,NA,1,1,1,1,1,"QC","Married","University certificate or dimploma below the bachelor's level",1
"4666",14665,5,2,3,11,3,1,1,6,965,20,50,1170,45,0,0,0,0,NA,2,2,2,2,NA,8,1,2,1,1,"PEI","Widowed","Less than high school dimploma or its equivalent",1
"4667",14666,2,2,6,35,1,2,1,5,350,0,10,110,0,490,0,0,0,NA,NA,NA,1,1,NA,7,2,2,1,1,"ON","Single, never married","High school diploma or equivalency",1
"4668",14667,5,1,1,46,2,2,3,4,980,0,10,110,60,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"MB","Married","High school diploma or equivalency",1
"4669",14668,3,2,6,10,1,1,4,6,900,120,0,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,2,"NL","Single, never married","Less than high school dimploma or its equivalent",0
"4670",14669,4,2,1,48,1,3,1,6,540,10,30,300,30,495,0,0,0,NA,NA,NA,1,1,NA,2,1,1,2,1,"AB","Married","Trade certificate or diploma",1
"4671",14670,3,1,2,35,1,7,1,3,480,75,0,410,20,640,0,0,0,NA,NA,NA,1,1,2,1,2,2,1,1,"ON","Living common-law","University certificate, diploma, degree above the BA level",1
"4672",14671,6,2,5,48,2,4,1,4,60,120,140,940,0,455,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"AB","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
"4673",14672,1,2,6,10,1,2,1,4,570,0,35,785,70,400,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,2,"NL","Single, never married","High school diploma or equivalency",1
"4674",14673,6,1,1,13,2,3,6,2,160,10,205,1015,55,585,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"NB","Married","Trade certificate or diploma",0
"4675",14674,5,1,1,12,2,2,4,2,420,0,120,840,120,540,0,0,0,NA,NA,NA,1,1,NA,4,2,2,2,2,"NS","Married","High school diploma or equivalency",0
"4676",14675,6,2,1,59,1,4,3,6,435,80,135,345,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4677",14676,5,1,5,10,1,3,1,6,510,20,30,740,60,500,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,2,"NL","Divorced","Trade certificate or diploma",1
"4678",14677,6,2,3,48,1,3,6,4,440,40,45,910,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"AB","Widowed","Trade certificate or diploma",0
"4679",14678,3,1,6,59,1,6,6,4,525,30,50,780,0,420,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,"BC","Single, never married","Bachelor's degree",0
"4680",14679,1,1,6,24,1,1,2,6,540,0,0,685,70,0,335,0,30,1,2,1,1,2,1,1,2,2,2,1,"QC","Single, never married","Less than high school dimploma or its equivalent",1
"4681",14680,5,2,6,35,1,4,2,5,510,180,0,1075,60,0,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,2,"ON","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
"4682",14681,6,1,6,24,1,1,6,1,570,15,165,930,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Single, never married","Less than high school dimploma or its equivalent",0
"4683",14682,5,1,2,35,2,2,4,6,540,60,120,210,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,"ON","Living common-law","High school diploma or equivalency",0
"4684",14683,6,2,1,24,1,1,3,6,480,210,0,180,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","Less than high school dimploma or its equivalent",1
"4685",14684,7,1,3,13,2,1,1,6,570,60,50,1310,35,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"NB","Widowed","Less than high school dimploma or its equivalent",1
"4686",14685,1,1,6,24,2,1,3,2,570,45,60,1115,0,0,0,0,135,1,2,2,2,2,1,5,2,2,2,2,"QC","Single, never married","Less than high school dimploma or its equivalent",1
"4687",14686,5,1,1,24,1,4,2,2,450,90,150,270,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"QC","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4688",14687,4,2,1,35,1,2,1,6,420,0,45,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"ON","Married","High school diploma or equivalency",1
"4689",14688,3,2,1,35,1,7,2,4,510,10,75,205,0,565,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Married","University certificate, diploma, degree above the BA level",1
"4690",14689,2,2,1,48,2,NA,3,6,530,0,45,630,120,465,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"AB","Married",NA,1
"4691",14690,4,2,1,24,1,6,1,6,630,190,120,190,5,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"QC","Married","Bachelor's degree",1
"4692",14691,3,1,1,35,1,7,3,4,375,0,135,330,30,555,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"ON","Married","University certificate, diploma, degree above the BA level",1
"4693",14692,4,2,6,35,1,7,1,4,365,30,105,735,0,505,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"ON","Single, never married","University certificate, diploma, degree above the BA level",1
"4694",14693,6,2,1,35,1,4,1,6,450,300,0,330,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,1,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4695",14694,7,2,1,12,2,1,4,1,540,0,120,0,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NS","Married","Less than high school dimploma or its equivalent",0
"4696",14695,6,1,1,11,3,3,2,6,720,90,50,175,40,0,0,0,0,NA,2,1,1,2,NA,8,2,1,1,2,"PEI","Married","Trade certificate or diploma",1
"4697",14696,4,1,1,12,2,2,1,5,435,10,75,65,15,510,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"NS","Married","High school diploma or equivalency",1
"4698",14697,5,2,6,59,1,6,4,6,600,25,45,1320,40,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,"BC","Single, never married","Bachelor's degree",0
"4699",14698,7,2,3,47,2,1,3,6,520,70,40,1390,30,0,0,0,0,NA,2,2,2,2,NA,8,2,1,1,2,"SK","Widowed","Less than high school dimploma or its equivalent",1
"4700",14699,1,1,6,59,1,1,4,3,180,15,455,595,0,0,0,0,0,NA,2,2,2,2,1,2,2,2,2,2,"BC","Single, never married","Less than high school dimploma or its equivalent",0
"4701",14700,3,1,1,12,1,1,1,2,90,30,30,720,0,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,1,"NS","Married","Less than high school dimploma or its equivalent",1
"4702",14701,5,1,6,24,1,6,1,4,545,10,280,645,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,1,"QC","Single, never married","Bachelor's degree",1
"4703",14702,2,2,6,48,1,2,4,4,630,0,90,1125,30,315,0,0,0,1,2,1,1,2,1,1,2,2,2,2,"AB","Single, never married","High school diploma or equivalency",0
"4704",14703,5,2,1,35,1,3,2,6,480,20,40,990,40,0,0,0,0,NA,2,1,1,2,NA,1,2,1,1,1,"ON","Married","Trade certificate or diploma",1
"4705",14704,6,1,5,12,1,1,6,1,480,0,380,1210,10,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2,"NS","Divorced","Less than high school dimploma or its equivalent",0
"4706",14705,6,2,3,47,1,3,4,3,600,120,0,1320,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,1,2,"SK","Widowed","Trade certificate or diploma",0
"4707",14706,4,2,1,59,1,2,1,1,300,420,0,1380,60,0,0,0,0,NA,2,2,2,2,NA,3,2,2,2,1,"BC","Married","High school diploma or equivalency",1
"4708",14707,4,1,4,35,1,1,1,3,445,0,10,1070,40,465,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"ON","Separated","Less than high school dimploma or its equivalent",1
"4709",14708,1,1,6,35,1,NA,1,1,465,0,45,885,0,0,385,0,0,1,2,2,2,2,1,4,2,2,1,2,"ON","Single, never married",NA,1
"4710",14709,5,2,2,47,1,7,1,6,455,80,45,810,60,0,0,0,0,NA,NA,NA,1,1,NA,3,2,1,2,2,"SK","Living common-law","University certificate, diploma, degree above the BA level",1
"4711",14710,6,2,1,12,2,1,4,6,530,70,120,110,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"NS","Married","Less than high school dimploma or its equivalent",0
"4712",14711,7,2,6,46,2,1,6,NA,570,90,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"MB","Single, never married","Less than high school dimploma or its equivalent",0
"4713",14712,7,2,3,59,1,1,3,NA,515,60,30,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"BC","Widowed","Less than high school dimploma or its equivalent",1
"4714",14713,7,1,6,13,2,7,1,6,435,15,90,1440,30,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"NB","Single, never married","University certificate, diploma, degree above the BA level",1
"4715",14714,1,1,6,13,1,1,2,4,375,30,75,420,20,0,360,0,0,1,2,1,1,2,1,3,1,1,2,2,"NB","Single, never married","Less than high school dimploma or its equivalent",1
"4716",14715,7,2,6,35,1,7,2,2,500,15,130,1045,20,0,0,0,0,NA,2,1,1,2,NA,1,1,2,2,1,"ON","Single, never married","University certificate, diploma, degree above the BA level",1
"4717",14716,2,1,6,48,1,2,1,6,415,175,30,545,85,455,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,"AB","Single, never married","High school diploma or equivalency",1
"4718",14717,2,2,1,59,1,4,1,6,420,45,30,0,40,0,65,60,0,NA,2,1,1,2,2,1,2,2,2,1,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4719",14718,5,1,2,59,1,7,1,6,420,0,50,970,0,730,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"BC","Living common-law","University certificate, diploma, degree above the BA level",1
"4720",14719,6,1,6,24,2,6,2,2,630,0,75,0,0,0,0,0,0,NA,2,1,1,2,NA,8,2,1,1,2,"QC","Single, never married","Bachelor's degree",1
"4721",14720,7,2,3,35,1,1,2,6,480,0,90,480,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"ON","Widowed","Less than high school dimploma or its equivalent",1
"4722",14721,3,2,1,35,1,3,2,3,495,0,150,290,0,0,0,0,0,NA,NA,NA,1,1,NA,3,1,2,2,1,"ON","Married","Trade certificate or diploma",1
"4723",14722,1,2,6,48,1,2,6,4,480,0,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,1,2,"AB","Single, never married","High school diploma or equivalency",0
"4724",14723,5,2,2,24,1,2,3,3,510,10,55,50,25,215,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"QC","Living common-law","High school diploma or equivalency",1
"4725",14724,3,1,2,24,1,4,1,5,650,0,75,50,50,480,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
"4726",14725,5,2,5,24,1,2,2,5,600,115,60,1260,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Divorced","High school diploma or equivalency",1
"4727",14726,4,2,6,10,2,2,2,3,380,0,45,125,20,660,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"NL","Single, never married","High school diploma or equivalency",1
"4728",14727,4,2,1,35,1,2,1,2,750,60,45,360,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,1,"ON","Married","High school diploma or equivalency",1
"4729",14728,7,2,3,35,2,2,2,6,420,230,25,1180,20,0,0,0,0,NA,2,2,2,2,NA,2,2,1,2,2,"ON","Widowed","High school diploma or equivalency",1
"4730",14729,2,2,1,35,1,4,2,3,545,80,15,40,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4731",14730,4,2,5,59,1,6,1,3,240,500,0,1110,0,330,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"BC","Divorced","Bachelor's degree",1
"4732",14731,5,1,1,35,1,6,1,4,480,75,0,30,60,510,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"ON","Married","Bachelor's degree",1
"4733",14732,4,2,1,12,2,1,4,2,330,60,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NS","Married","Less than high school dimploma or its equivalent",0
"4734",14733,3,1,2,24,1,NA,1,6,420,45,60,60,55,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"QC","Living common-law",NA,1
"4735",14734,2,1,6,48,1,2,5,2,390,0,160,615,35,665,0,0,0,NA,NA,NA,1,1,NA,3,2,1,2,2,"AB","Single, never married","High school diploma or equivalency",0
"4736",14735,4,2,1,47,1,5,1,3,480,10,30,910,60,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,"SK","Married","University certificate or dimploma below the bachelor's level",1
"4737",14736,2,1,2,24,1,2,2,2,530,60,60,525,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,1,"QC","Living common-law","High school diploma or equivalency",1
"4738",14737,5,2,4,24,1,3,2,6,695,75,0,1205,0,205,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"QC","Separated","Trade certificate or diploma",1
"4739",14738,5,2,1,24,2,3,2,2,570,60,120,275,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","Trade certificate or diploma",1
"4740",14739,5,1,4,46,2,3,1,6,420,10,105,1245,390,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"MB","Separated","Trade certificate or diploma",1
"4741",14740,7,2,3,24,1,1,4,6,580,120,75,1320,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Widowed","Less than high school dimploma or its equivalent",0
"4742",14741,5,2,5,59,2,4,6,6,620,10,15,1260,120,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"BC","Divorced","College, CEGEP, or other non-university certificate or dimploma",0
"4743",14742,4,2,2,24,2,2,6,6,510,30,60,90,15,380,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"QC","Living common-law","High school diploma or equivalency",0
"4744",14743,5,2,1,35,2,2,4,5,585,20,55,575,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"ON","Married","High school diploma or equivalency",0
"4745",14744,6,1,1,35,1,4,2,2,450,10,65,1220,55,540,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
"4746",14745,1,1,6,24,1,1,2,4,525,0,35,885,115,0,360,0,0,1,2,1,1,2,1,4,2,2,2,2,"QC","Single, never married","Less than high school dimploma or its equivalent",1
"4747",14746,4,1,2,35,1,7,2,2,450,0,45,275,155,390,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"ON","Living common-law","University certificate, diploma, degree above the BA level",1
"4748",14747,4,1,6,24,1,2,6,1,455,0,60,995,10,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Single, never married","High school diploma or equivalency",0
"4749",14748,2,1,2,24,1,4,6,5,480,30,70,1070,0,0,0,0,0,NA,2,1,1,2,NA,2,2,2,2,2,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",0
"4750",14749,7,2,3,24,1,6,2,4,515,45,105,1185,35,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Widowed","Bachelor's degree",1
"4751",14750,5,2,1,59,1,2,2,3,510,0,45,270,70,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2,"BC","Married","High school diploma or equivalency",1
"4752",14751,3,2,1,35,1,7,1,6,430,75,0,210,0,520,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"ON","Married","University certificate, diploma, degree above the BA level",1
"4753",14752,1,1,2,24,1,6,2,6,570,30,30,105,90,420,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,"QC","Living common-law","Bachelor's degree",1
"4754",14753,4,2,6,35,1,6,1,6,495,30,75,540,50,490,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2,"ON","Single, never married","Bachelor's degree",1
"4755",14754,4,1,1,46,2,2,3,2,630,20,60,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"MB","Married","High school diploma or equivalency",1
"4756",14755,4,1,1,47,1,7,1,5,495,120,40,55,75,380,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,"SK","Married","University certificate, diploma, degree above the BA level",1
"4757",14756,6,2,1,24,1,3,5,6,320,20,115,330,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","Trade certificate or diploma",0
"4758",14757,3,1,1,35,1,6,1,2,460,0,90,520,50,0,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,1,"ON","Married","Bachelor's degree",1
"4759",14758,6,1,5,35,1,4,2,3,420,135,30,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
"4760",14759,2,2,1,48,1,6,1,6,475,105,270,290,20,0,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,2,"AB","Married","Bachelor's degree",1
"4761",14760,3,2,2,24,1,4,1,4,480,90,80,375,155,250,0,0,0,NA,2,1,1,2,NA,4,2,2,2,1,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
"4762",14761,6,2,5,24,1,6,3,5,600,65,175,190,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"QC","Divorced","Bachelor's degree",1
"4763",14762,2,2,6,24,1,5,1,3,605,60,480,400,20,0,0,120,0,NA,NA,NA,1,1,2,2,2,2,1,2,"QC","Single, never married","University certificate or dimploma below the bachelor's level",1
