PUMFID,ageGrp,sex,maritalStat,province,popCenter,eduLevel,feelRushed,extraTime,durSleep,durMealPrep,durEating,durAlone,durDriving,durWork,durShoolSite,durSchoolOnline,durStudy,mainStudy,mainJobHunting,mainWork,worked12m,workedWeek,enrollStat,dailyTexts,timeSlowDown,timeWorkaholic,timeNotFamFriends,timeWantAlone,province_fact,maritalStat_fact,eduLevel_fact
22461,4,2,2,59,1,NA,4,3,470,90,60,260,0,350,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,BC,Living common-law,NA
22462,2,2,6,11,3,4,2,2,660,0,0,1340,0,640,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,PEI,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22463,6,2,1,10,1,2,6,6,540,60,75,1200,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,NL,Married,High school diploma or equivalency
22464,3,1,3,10,1,4,1,3,480,60,65,660,20,485,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,2,NL,Widowed,"College, CEGEP, or other non-university certificate or dimploma"
22465,3,2,1,46,1,6,1,6,465,45,195,420,130,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,1,MB,Married,Bachelor's degree
22466,6,2,5,12,2,4,3,1,705,10,50,1260,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,NS,Divorced,"College, CEGEP, or other non-university certificate or dimploma"
22467,1,2,2,35,1,7,2,3,525,60,75,810,0,465,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,ON,Living common-law,"University certificate, diploma, degree above the BA level"
22468,5,2,6,12,1,7,3,6,510,0,50,1440,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,NS,"Single, never married","University certificate, diploma, degree above the BA level"
22469,6,2,1,12,1,4,4,6,540,70,140,340,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,NS,Married,"College, CEGEP, or other non-university certificate or dimploma"
22470,3,2,1,12,1,5,1,6,420,50,0,0,75,510,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,1,NS,Married,University certificate or dimploma below the bachelor's level
22471,5,2,3,10,2,4,3,6,510,45,0,915,60,525,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,NL,Widowed,"College, CEGEP, or other non-university certificate or dimploma"
22472,3,1,1,35,2,1,2,3,660,0,90,0,120,0,0,0,0,NA,NA,NA,1,1,NA,4,2,2,1,2,ON,Married,Less than high school dimploma or its equivalent
22473,7,1,3,12,1,3,6,2,570,90,225,1385,30,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2,NS,Widowed,Trade certificate or diploma
22474,3,2,1,35,1,6,2,3,540,120,60,150,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,ON,Married,Bachelor's degree
22475,3,1,1,24,1,2,2,4,570,0,110,0,35,0,0,0,0,NA,NA,1,1,2,NA,8,2,2,1,2,QC,Married,High school diploma or equivalency
22476,3,2,6,46,1,4,1,1,540,0,165,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,MB,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22477,2,1,1,46,2,1,NA,6,460,0,0,140,30,600,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,MB,Married,Less than high school dimploma or its equivalent
22478,6,2,3,35,2,4,3,3,480,60,90,1020,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Widowed,"College, CEGEP, or other non-university certificate or dimploma"
22479,2,1,6,35,1,4,3,3,480,60,0,730,70,700,0,0,0,NA,NA,NA,1,1,NA,6,2,2,1,2,ON,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22480,3,1,1,35,1,6,1,6,390,60,0,100,50,685,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2,ON,Married,Bachelor's degree
22481,5,2,2,12,1,4,2,6,510,60,20,200,45,570,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,2,NS,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
22482,4,2,1,46,1,6,1,5,950,0,60,490,360,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,1,MB,Married,Bachelor's degree
22483,6,2,1,35,1,3,5,6,420,180,225,900,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,ON,Married,Trade certificate or diploma
22484,6,2,1,10,2,4,3,6,435,390,30,420,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,NL,Married,"College, CEGEP, or other non-university certificate or dimploma"
22485,6,1,1,35,2,6,3,2,270,60,95,940,185,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Married,Bachelor's degree
22486,5,2,5,24,2,3,1,6,585,0,50,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,QC,Divorced,Trade certificate or diploma
22487,7,1,6,35,1,5,5,6,630,30,195,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,ON,"Single, never married",University certificate or dimploma below the bachelor's level
22488,2,1,2,13,1,4,2,3,605,30,0,325,0,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,NB,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
22489,2,1,6,48,1,2,2,5,60,10,60,1220,0,600,0,0,0,NA,NA,NA,1,1,NA,4,2,1,2,2,AB,"Single, never married",High school diploma or equivalency
22490,1,1,6,47,1,4,1,1,525,0,10,520,350,0,0,0,0,NA,1,2,2,2,NA,7,2,2,2,2,SK,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22491,1,2,6,47,1,2,2,3,600,50,55,155,20,570,0,0,0,NA,NA,NA,1,1,NA,6,2,2,1,2,SK,"Single, never married",High school diploma or equivalency
22492,2,1,6,35,1,6,1,5,405,0,90,785,95,485,0,0,0,NA,NA,NA,1,1,NA,5,1,1,2,2,ON,"Single, never married",Bachelor's degree
22493,4,2,1,24,1,2,1,6,750,260,0,910,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,1,2,QC,Married,High school diploma or equivalency
22494,6,2,5,24,1,4,2,6,735,150,150,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Divorced,"College, CEGEP, or other non-university certificate or dimploma"
22495,6,2,3,24,1,6,6,3,560,70,135,1215,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Widowed,Bachelor's degree
22496,7,1,1,35,1,7,2,1,530,0,195,845,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Married,"University certificate, diploma, degree above the BA level"
22497,3,2,4,10,1,3,2,4,610,75,15,525,50,255,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,NL,Separated,Trade certificate or diploma
22498,3,1,1,12,2,6,1,5,490,20,0,0,75,480,0,0,0,NA,NA,NA,1,1,NA,4,2,2,1,2,NS,Married,Bachelor's degree
22499,1,2,6,46,2,1,2,3,355,0,60,490,145,510,240,0,0,1,1,1,1,2,1,7,2,2,1,2,MB,"Single, never married",Less than high school dimploma or its equivalent
22500,1,2,6,24,1,4,2,6,765,60,90,25,25,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,QC,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22501,5,2,1,35,1,2,5,3,540,30,70,915,60,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,ON,Married,High school diploma or equivalency
22502,1,1,2,48,1,1,2,2,475,0,60,565,100,505,0,0,0,NA,NA,NA,1,1,1,1,2,2,2,2,AB,Living common-law,Less than high school dimploma or its equivalent
22503,4,2,5,24,2,7,1,6,490,0,60,340,40,655,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Divorced,"University certificate, diploma, degree above the BA level"
22504,6,2,1,10,2,6,2,6,630,45,105,100,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,NL,Married,Bachelor's degree
22505,7,2,1,35,1,2,6,6,795,210,165,180,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,NA,ON,Married,High school diploma or equivalency
22506,1,2,1,35,1,4,1,5,540,60,0,45,0,0,0,0,0,NA,1,2,2,2,2,2,2,2,1,2,ON,Married,"College, CEGEP, or other non-university certificate or dimploma"
22507,7,2,6,24,1,6,3,6,580,60,70,1135,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,QC,"Single, never married",Bachelor's degree
22508,5,2,6,12,1,7,5,5,480,180,60,1310,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,NS,"Single, never married","University certificate, diploma, degree above the BA level"
22509,5,1,2,35,1,5,3,3,570,60,130,90,45,0,0,0,0,NA,2,1,1,2,NA,1,1,2,1,2,ON,Living common-law,University certificate or dimploma below the bachelor's level
22510,5,1,1,35,2,2,1,6,480,100,0,570,20,570,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,2,ON,Married,High school diploma or equivalency
22511,2,2,6,24,1,3,1,3,390,0,40,740,115,280,0,0,0,NA,NA,NA,1,1,NA,4,2,1,2,2,QC,"Single, never married",Trade certificate or diploma
22512,5,2,6,35,1,4,1,4,440,60,30,890,90,490,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,ON,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22513,6,1,5,24,2,2,1,2,460,30,45,1190,65,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,QC,Divorced,High school diploma or equivalency
22514,4,2,6,24,1,4,2,6,650,630,0,1440,100,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,QC,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22515,5,2,1,48,2,1,3,3,480,90,15,65,30,225,0,0,0,NA,NA,NA,1,1,NA,2,1,2,1,2,AB,Married,Less than high school dimploma or its equivalent
22516,3,1,6,24,1,3,1,2,390,0,30,990,10,0,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,2,QC,"Single, never married",Trade certificate or diploma
22517,3,1,2,24,1,6,1,4,480,0,90,120,0,600,120,0,0,NA,NA,NA,1,1,NA,1,2,1,2,1,QC,Living common-law,Bachelor's degree
22518,5,1,2,24,1,3,6,1,510,110,440,600,0,0,0,0,0,NA,NA,2,2,2,NA,1,2,2,2,2,QC,Living common-law,Trade certificate or diploma
22519,7,2,3,24,1,NA,4,6,530,505,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Widowed,NA
22520,6,2,1,47,1,2,2,3,300,30,25,105,160,0,0,0,0,NA,2,1,1,2,NA,1,1,2,2,2,SK,Married,High school diploma or equivalency
22521,7,1,5,48,1,3,3,2,540,105,95,1205,105,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,AB,Divorced,Trade certificate or diploma
22522,1,2,6,59,1,6,1,5,705,50,40,1260,45,180,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2,BC,"Single, never married",Bachelor's degree
22523,5,2,1,24,1,4,1,2,375,60,90,240,0,430,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,QC,Married,"College, CEGEP, or other non-university certificate or dimploma"
22524,5,1,3,11,3,1,6,2,545,0,35,740,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,PEI,Widowed,Less than high school dimploma or its equivalent
22525,5,1,1,35,1,1,6,6,415,20,25,600,65,765,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,1,ON,Married,Less than high school dimploma or its equivalent
22526,2,1,1,35,1,3,2,6,480,60,0,85,0,725,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,2,ON,Married,Trade certificate or diploma
22527,2,2,6,24,1,3,2,5,555,0,30,945,0,465,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2,QC,"Single, never married",Trade certificate or diploma
22528,7,2,1,59,2,2,4,6,555,30,30,135,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,BC,Married,High school diploma or equivalency
22529,2,2,1,48,1,6,5,5,690,120,120,180,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,AB,Married,Bachelor's degree
22530,4,2,5,35,1,6,1,6,480,60,100,1190,0,465,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,1,ON,Divorced,Bachelor's degree
22531,5,1,1,35,2,1,1,6,540,90,30,180,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,ON,Married,Less than high school dimploma or its equivalent
22532,2,2,1,35,1,2,3,3,660,180,0,360,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,ON,Married,High school diploma or equivalency
22533,7,1,3,48,1,2,6,4,580,30,50,1380,80,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,AB,Widowed,High school diploma or equivalency
22534,2,2,1,47,2,3,1,6,480,120,0,540,60,540,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2,SK,Married,Trade certificate or diploma
22535,3,2,1,24,1,2,1,4,555,60,0,195,75,510,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,1,QC,Married,High school diploma or equivalency
22536,4,1,1,59,1,7,1,6,390,60,75,0,0,775,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,BC,Married,"University certificate, diploma, degree above the BA level"
22537,1,1,6,48,1,2,2,2,510,40,60,510,555,0,0,0,0,1,1,2,2,2,NA,4,2,2,2,2,AB,"Single, never married",High school diploma or equivalency
22538,4,1,5,11,3,6,1,3,570,135,85,205,135,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,PEI,Divorced,Bachelor's degree
22539,5,1,1,46,1,2,3,3,480,45,20,610,135,425,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,MB,Married,High school diploma or equivalency
22540,4,1,2,59,2,3,3,3,480,0,15,15,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,BC,Living common-law,Trade certificate or diploma
22541,6,1,1,24,1,5,6,6,405,30,65,675,0,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Married,University certificate or dimploma below the bachelor's level
22542,7,1,1,35,1,NA,2,6,545,170,60,175,85,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,ON,Married,NA
22543,5,2,1,13,1,2,4,6,500,35,65,0,0,540,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,NB,Married,High school diploma or equivalency
22544,5,1,6,48,1,2,6,6,630,0,75,1440,20,0,0,0,0,NA,NA,1,1,2,NA,8,2,2,2,2,AB,"Single, never married",High school diploma or equivalency
22545,1,2,6,47,1,2,1,6,480,0,0,215,85,550,0,0,0,NA,NA,NA,1,1,2,5,2,1,1,1,SK,"Single, never married",High school diploma or equivalency
22546,5,2,1,47,2,6,2,4,550,0,20,480,20,0,0,0,0,NA,1,2,2,2,NA,1,2,2,2,2,SK,Married,Bachelor's degree
22547,2,1,6,24,1,3,2,2,810,60,0,720,40,480,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,QC,"Single, never married",Trade certificate or diploma
22548,4,2,1,35,2,4,4,6,390,15,20,665,5,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2,ON,Married,"College, CEGEP, or other non-university certificate or dimploma"
22549,6,1,1,12,1,6,5,6,420,55,85,360,70,0,0,0,0,NA,2,1,1,2,NA,1,2,1,2,2,NS,Married,Bachelor's degree
22550,4,2,6,13,1,4,1,2,670,0,35,1075,15,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,NB,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22551,4,1,2,13,1,6,1,5,420,30,60,100,100,570,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,NB,Living common-law,Bachelor's degree
22552,3,2,1,35,1,3,6,6,585,0,60,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Married,Trade certificate or diploma
22553,3,2,6,24,1,3,4,3,585,30,45,940,40,500,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,QC,"Single, never married",Trade certificate or diploma
22554,5,1,3,59,1,6,1,6,620,60,20,960,90,480,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,BC,Widowed,Bachelor's degree
22555,7,2,3,48,2,2,6,6,690,30,45,1110,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,AB,Widowed,High school diploma or equivalency
22556,6,2,1,35,1,4,1,6,545,0,285,30,100,0,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2,ON,Married,"College, CEGEP, or other non-university certificate or dimploma"
22557,3,1,1,24,1,3,1,3,610,40,75,300,60,0,0,0,0,NA,2,1,1,2,NA,3,1,1,1,1,QC,Married,Trade certificate or diploma
22558,6,1,1,35,1,2,4,4,525,0,135,45,65,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,ON,Married,High school diploma or equivalency
22559,5,2,3,24,2,2,6,5,720,60,30,1260,40,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,QC,Widowed,High school diploma or equivalency
22560,3,2,5,35,1,5,3,4,530,0,180,1010,0,0,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,ON,Divorced,University certificate or dimploma below the bachelor's level
22561,7,1,1,48,1,3,4,2,930,60,30,1320,330,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2,AB,Married,Trade certificate or diploma
22562,2,1,6,48,1,2,2,6,690,0,30,1440,0,0,0,0,0,NA,1,1,1,2,NA,2,2,1,2,2,AB,"Single, never married",High school diploma or equivalency
22563,1,1,6,35,1,2,1,2,630,0,15,970,0,0,430,0,0,1,2,1,1,2,1,5,2,2,2,2,ON,"Single, never married",High school diploma or equivalency
22564,1,2,6,48,1,2,6,3,510,0,10,230,0,0,0,0,0,NA,NA,1,1,2,NA,7,1,2,2,2,AB,"Single, never married",High school diploma or equivalency
22565,4,2,6,13,2,4,4,6,420,0,40,960,60,380,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,NB,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22566,1,1,6,24,1,2,1,1,690,0,95,245,75,225,0,0,0,1,2,1,1,2,1,4,1,2,2,1,QC,"Single, never married",High school diploma or equivalency
22567,2,2,6,24,1,4,2,3,585,80,0,925,20,445,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,QC,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
22568,6,2,2,35,2,1,2,6,660,90,65,590,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,ON,Living common-law,Less than high school dimploma or its equivalent
22569,3,2,1,46,1,4,2,6,500,75,70,170,35,475,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,MB,Married,"College, CEGEP, or other non-university certificate or dimploma"
22570,2,1,6,48,1,2,6,3,1135,0,35,1415,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,AB,"Single, never married",High school diploma or equivalency
22571,5,2,1,24,2,4,4,6,405,0,105,215,100,690,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,QC,Married,"College, CEGEP, or other non-university certificate or dimploma"
22572,4,2,1,35,1,4,1,3,440,140,30,250,135,0,300,0,180,NA,NA,2,2,2,2,7,2,2,1,2,ON,Married,"College, CEGEP, or other non-university certificate or dimploma"
22573,2,2,2,35,1,7,2,3,500,0,30,870,165,0,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,2,ON,Living common-law,"University certificate, diploma, degree above the BA level"
22574,7,2,1,47,2,1,6,3,570,180,90,75,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,SK,Married,Less than high school dimploma or its equivalent
22575,4,2,5,10,2,3,1,6,450,10,0,1440,0,710,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,2,NL,Divorced,Trade certificate or diploma
22576,7,2,1,35,1,NA,2,2,575,20,30,65,65,420,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,ON,Married,NA
22577,4,2,1,24,1,6,1,6,880,45,135,200,0,0,0,0,0,NA,NA,NA,1,1,2,8,1,NA,1,2,QC,Married,Bachelor's degree
22578,2,2,6,47,1,2,1,6,355,0,10,450,35,990,0,0,0,NA,NA,NA,1,1,2,7,2,1,1,1,SK,"Single, never married",High school diploma or equivalency
22579,2,1,6,35,2,6,2,2,480,0,90,900,90,0,0,0,0,NA,NA,1,1,2,NA,1,2,2,2,2,ON,"Single, never married",Bachelor's degree
22580,3,1,5,24,1,6,2,6,570,50,120,620,80,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,2,QC,Divorced,Bachelor's degree
22581,3,2,1,48,1,7,3,6,470,30,210,370,35,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,AB,Married,"University certificate, diploma, degree above the BA level"
22582,7,2,1,46,1,4,3,1,570,130,120,160,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,MB,Married,"College, CEGEP, or other non-university certificate or dimploma"
22583,7,2,5,35,1,4,3,3,585,30,90,1320,110,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Divorced,"College, CEGEP, or other non-university certificate or dimploma"
22584,7,1,3,48,2,1,6,1,810,10,125,1440,75,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,AB,Widowed,Less than high school dimploma or its equivalent
22585,3,1,2,12,2,3,1,4,540,30,45,1110,180,615,0,0,0,NA,NA,NA,1,1,NA,7,2,2,1,2,NS,Living common-law,Trade certificate or diploma
22586,1,2,6,59,1,2,2,3,510,45,15,765,0,0,0,0,0,NA,NA,NA,1,1,1,7,2,2,2,2,BC,"Single, never married",High school diploma or equivalency
22587,5,2,5,24,1,3,1,6,375,10,60,955,30,460,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,2,QC,Divorced,Trade certificate or diploma
22588,2,2,6,59,1,3,2,5,655,45,15,1230,60,0,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,2,BC,"Single, never married",Trade certificate or diploma
22589,4,2,1,24,1,4,1,6,455,80,80,525,150,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,QC,Married,"College, CEGEP, or other non-university certificate or dimploma"
22590,3,1,1,35,1,6,3,2,560,75,0,750,60,510,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,ON,Married,Bachelor's degree
22591,7,2,3,24,1,3,6,6,585,20,65,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Widowed,Trade certificate or diploma
22592,7,1,1,12,1,3,6,6,390,0,225,840,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,NS,Married,Trade certificate or diploma
22593,4,1,1,35,1,7,2,6,615,120,75,0,45,0,0,0,0,3,2,1,1,2,3,1,2,2,1,2,ON,Married,"University certificate, diploma, degree above the BA level"
22594,7,1,1,12,1,1,1,5,570,0,120,690,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,1,2,NS,Married,Less than high school dimploma or its equivalent
22595,7,2,3,35,1,2,4,6,580,0,145,1090,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Widowed,High school diploma or equivalency
22596,4,2,1,13,2,6,1,6,420,85,10,100,120,600,0,0,0,NA,NA,NA,1,1,2,2,2,1,1,1,NB,Married,Bachelor's degree
22597,6,2,1,35,2,7,6,6,330,30,450,60,40,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,ON,Married,"University certificate, diploma, degree above the BA level"
22598,6,2,1,35,1,7,3,6,660,0,170,555,125,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,ON,Married,"University certificate, diploma, degree above the BA level"
22599,3,2,2,13,1,2,2,2,585,15,25,1440,0,0,0,0,0,NA,1,1,1,2,NA,1,2,1,2,2,NB,Living common-law,High school diploma or equivalency
22600,2,1,6,24,2,1,4,4,540,0,0,1350,90,480,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,"Single, never married",Less than high school dimploma or its equivalent
22601,5,2,5,35,1,1,4,2,570,0,0,925,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,1,2,ON,Divorced,Less than high school dimploma or its equivalent
22602,5,2,2,24,2,4,1,6,420,180,135,465,20,0,0,0,0,NA,NA,2,2,2,NA,1,1,1,1,2,QC,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
22603,3,2,2,59,1,7,1,2,510,40,110,70,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2,BC,Living common-law,"University certificate, diploma, degree above the BA level"
22604,3,1,6,24,1,6,2,6,510,780,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,1,QC,"Single, never married",Bachelor's degree
22605,5,2,1,48,1,5,6,3,540,60,150,0,15,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,AB,Married,University certificate or dimploma below the bachelor's level
22606,7,1,1,11,3,1,5,5,415,0,0,10,195,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,PEI,Married,Less than high school dimploma or its equivalent
22607,5,2,1,59,1,2,4,6,690,0,0,1170,45,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2,BC,Married,High school diploma or equivalency
22608,7,2,1,59,2,6,1,6,425,90,60,635,30,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,1,BC,Married,Bachelor's degree
22609,1,1,6,35,1,2,3,3,350,25,25,560,40,0,0,0,395,1,2,1,1,2,1,7,2,1,2,2,ON,"Single, never married",High school diploma or equivalency
22610,2,1,6,35,1,3,2,3,645,0,90,1265,15,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2,ON,"Single, never married",Trade certificate or diploma
22611,6,1,5,12,1,2,2,6,520,45,165,1145,110,60,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,NS,Divorced,High school diploma or equivalency
22612,2,2,6,35,1,2,1,3,630,30,30,660,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,ON,"Single, never married",High school diploma or equivalency
22613,4,2,3,10,2,1,2,6,575,80,80,1155,10,305,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,NL,Widowed,Less than high school dimploma or its equivalent
22614,5,1,5,35,1,4,3,4,360,60,20,830,270,535,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,ON,Divorced,"College, CEGEP, or other non-university certificate or dimploma"
22615,5,2,1,59,1,6,2,6,360,0,40,300,0,570,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,BC,Married,Bachelor's degree
22616,2,1,1,11,3,4,3,6,510,0,60,180,60,400,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,PEI,Married,"College, CEGEP, or other non-university certificate or dimploma"
22617,4,1,1,35,1,7,2,6,465,20,45,155,0,660,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,ON,Married,"University certificate, diploma, degree above the BA level"
22618,6,1,5,24,1,1,6,6,440,75,60,1215,10,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Divorced,Less than high school dimploma or its equivalent
22619,7,2,3,13,2,1,6,3,720,35,55,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,NA,1,2,1,NB,Widowed,Less than high school dimploma or its equivalent
22620,5,2,1,47,1,2,5,2,580,80,90,540,60,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,SK,Married,High school diploma or equivalency
22621,7,2,3,46,2,2,5,6,480,45,260,1140,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,MB,Widowed,High school diploma or equivalency
22622,5,2,1,48,1,2,3,3,630,90,0,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,AB,Married,High school diploma or equivalency
22623,3,1,1,48,1,2,3,4,520,0,180,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,AB,Married,High school diploma or equivalency
