PUMFID,ageGrp,sex,maritalStat,province,popCenter,eduLevel,feelRushed,extraTime,durSleep,durMealPrep,durEating,durAlone,durDriving,durWork,durShoolSite,durSchoolOnline,durStudy,mainStudy,mainJobHunting,mainWork,worked12m,workedWeek,enrollStat,dailyTexts,timeSlowDown,timeWorkaholic,timeNotFamFriends,timeWantAlone
22645,6,2,3,35,1,6,4,2,480,60,220,740,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
22646,6,2,1,48,1,2,6,1,450,60,240,720,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22647,4,1,1,35,1,4,1,4,630,120,35,275,45,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,1
22648,3,1,1,35,1,6,2,3,480,0,60,150,0,555,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22649,4,2,5,24,1,1,6,6,600,60,90,360,0,0,0,0,0,NA,2,2,2,2,NA,8,NA,2,2,2
22650,6,1,1,10,2,3,2,6,480,10,105,30,160,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22651,4,1,1,10,1,7,2,4,585,0,75,15,75,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
22652,6,2,2,48,1,4,2,3,725,60,50,65,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22653,5,2,3,35,1,4,1,3,450,0,120,1320,55,495,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
22654,5,1,6,35,1,4,1,1,420,90,40,910,40,330,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22655,4,2,1,48,1,7,2,3,495,10,45,485,55,0,0,0,0,NA,2,1,1,2,NA,2,2,2,1,2
22656,1,1,6,24,1,5,2,2,571,0,90,661,0,0,0,0,180,1,2,1,1,2,1,3,2,2,2,2
22657,5,2,3,12,2,1,3,6,480,210,90,200,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22658,4,2,3,47,2,1,5,6,570,15,50,870,30,420,0,0,0,NA,NA,NA,1,1,NA,4,2,2,2,2
22659,5,2,5,24,1,1,6,6,440,160,50,1015,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22660,6,2,1,10,1,2,5,2,570,40,60,510,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,1
22661,5,2,1,24,2,2,1,6,500,40,100,215,50,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22662,4,2,1,35,1,3,1,6,570,0,30,720,0,720,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
22663,7,2,3,35,1,2,2,4,615,180,90,1380,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22664,4,1,1,35,1,7,1,6,480,0,0,1440,0,0,0,0,0,NA,NA,1,1,2,NA,8,2,1,1,1
22665,3,2,1,35,1,7,1,4,610,120,150,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,NA,NA
22666,2,1,6,47,1,1,2,3,540,0,105,905,60,445,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22667,5,2,1,24,1,1,6,6,540,70,60,40,40,380,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1
22668,6,2,1,35,1,4,3,6,550,60,60,820,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22669,5,2,1,35,2,7,1,6,480,0,0,435,50,630,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,1
22670,2,1,6,12,1,2,3,6,390,0,0,1210,130,525,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
22671,6,2,3,10,2,2,1,6,960,0,90,660,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22672,6,1,2,24,1,7,3,6,540,60,100,220,30,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2
22673,7,2,5,35,1,2,6,1,615,50,120,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22674,6,1,1,35,1,7,3,4,720,60,120,60,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22675,5,1,3,35,1,3,6,2,690,30,60,1140,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22676,6,1,6,35,1,1,6,6,600,0,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1
22677,5,2,1,12,2,1,1,3,675,50,55,180,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2
22678,5,2,1,12,2,4,2,6,480,10,155,790,55,430,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1
22679,5,2,1,59,1,3,4,6,620,85,95,345,60,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
22680,3,2,1,35,1,3,1,5,450,0,110,730,10,90,0,0,0,NA,NA,NA,1,1,NA,3,1,2,1,2
22681,6,1,1,35,2,6,1,5,405,0,140,815,140,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2
22682,6,2,1,10,1,5,3,3,510,15,225,195,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22683,6,1,1,24,1,2,5,3,615,60,100,250,55,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22684,6,2,2,47,1,4,2,6,600,90,0,450,250,230,0,0,60,NA,NA,NA,1,1,NA,2,2,2,2,2
22685,6,2,5,59,1,4,6,6,600,340,140,1090,0,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2
22686,4,2,1,24,1,3,1,6,600,75,110,185,0,45,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1
22687,5,2,1,35,1,1,6,4,180,45,30,420,60,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
22688,6,2,1,13,1,6,3,1,600,60,95,450,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22689,5,1,1,10,1,2,3,2,400,0,80,60,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22690,3,2,3,59,2,5,3,1,510,10,40,1260,135,0,0,0,0,NA,2,1,1,2,NA,5,2,2,2,2
22691,6,1,1,35,1,7,NA,6,510,165,0,645,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22692,6,2,5,35,1,4,3,1,300,0,230,1360,20,0,0,0,0,NA,2,2,2,2,NA,8,1,2,1,2
22693,6,2,1,59,1,NA,4,6,600,240,60,660,0,0,0,0,60,NA,NA,NA,2,2,NA,NA,2,2,2,2
22694,2,2,1,24,1,7,1,2,420,0,40,140,45,620,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2
22695,2,1,2,12,1,4,1,3,495,60,60,0,105,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2
22696,5,2,2,35,1,6,3,3,480,40,0,730,30,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
22697,4,1,1,10,1,2,1,2,390,0,0,1050,25,590,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
22698,1,2,6,24,1,6,3,4,295,25,70,510,0,410,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2
22699,6,2,3,59,1,6,3,3,420,0,110,945,105,260,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
22700,7,2,5,24,1,4,6,6,660,110,60,1260,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
22701,5,1,2,24,1,7,2,6,430,280,105,160,55,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1
22702,6,2,3,12,2,1,6,1,480,85,40,1255,55,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22703,3,2,2,13,2,3,1,6,540,15,15,105,75,365,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2
22704,2,1,1,35,1,7,2,3,510,0,30,175,105,500,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
22705,1,1,6,59,1,1,3,1,570,40,70,1060,35,0,0,0,0,NA,1,1,1,2,1,5,2,2,1,2
22706,3,1,5,35,1,6,2,3,330,90,35,535,30,500,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
22707,6,1,5,12,1,2,5,2,420,0,0,840,0,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
22708,1,2,6,24,1,4,3,3,480,0,10,610,160,150,305,0,0,1,2,1,1,2,1,3,2,2,2,2
22709,3,2,1,35,1,4,1,6,600,60,60,30,30,0,0,0,0,NA,1,2,2,2,NA,3,2,2,1,1
22710,2,2,6,47,2,3,3,3,525,30,90,80,0,470,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22711,7,2,5,35,1,3,3,3,510,75,60,1110,55,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22712,6,2,3,35,1,4,3,3,355,20,65,825,110,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22713,5,2,6,35,1,2,3,6,480,60,90,670,0,0,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2
22714,4,1,6,48,1,6,2,1,390,0,0,990,50,450,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,1
22715,5,2,2,59,1,4,2,6,330,30,30,110,200,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
22716,3,2,4,24,1,1,3,6,685,0,105,800,80,0,0,0,0,1,2,2,2,2,1,2,2,2,1,1
22717,3,2,1,10,1,6,1,6,420,30,30,50,105,360,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1
22718,5,1,1,35,1,6,2,2,440,0,0,200,100,460,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22719,3,1,1,12,1,3,2,2,500,10,20,465,70,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
22720,3,2,1,13,1,6,2,2,480,50,60,80,45,490,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,1
22721,3,1,2,35,1,7,2,5,345,90,0,455,150,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
22722,2,2,1,35,1,NA,1,4,660,115,10,695,180,0,0,0,0,NA,NA,NA,2,2,NA,1,2,2,2,2
22723,3,2,1,35,1,4,2,6,750,20,0,180,0,0,0,0,180,NA,2,2,2,2,NA,1,2,2,1,2
22724,3,2,1,10,2,7,4,6,500,0,95,370,210,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22725,4,2,1,10,1,6,1,4,375,45,85,1230,80,0,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2
22726,4,2,2,24,1,6,2,3,650,0,90,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22727,6,2,5,59,1,3,2,2,795,30,10,1320,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
22728,2,2,1,46,1,7,2,3,465,10,75,250,105,60,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1
22729,4,2,5,10,1,3,2,1,495,270,135,1200,40,235,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,1
22730,4,2,1,35,1,2,1,6,500,150,20,885,65,0,0,0,0,NA,2,2,2,2,NA,1,1,1,2,1
22731,5,1,1,11,3,6,4,6,425,35,75,495,170,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2
22732,7,1,1,35,1,4,6,5,420,0,90,1230,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22733,7,1,1,10,1,2,4,2,510,70,50,260,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22734,5,2,1,24,1,4,1,3,480,40,165,115,30,415,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22735,7,2,3,10,1,4,6,4,510,50,65,1230,20,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
22736,5,2,1,35,1,NA,1,NA,510,190,0,25,85,330,0,0,0,NA,NA,NA,2,2,NA,NA,NA,1,2,2
22737,5,2,5,24,1,4,6,4,540,55,180,1095,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22738,6,1,2,24,2,6,6,3,570,0,240,90,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22739,5,1,2,24,1,2,3,2,450,0,90,180,60,385,0,0,0,NA,NA,NA,1,1,NA,NA,2,NA,2,2
22740,1,1,6,48,1,2,1,2,620,0,60,660,40,0,0,0,0,NA,NA,NA,1,1,NA,5,2,2,1,2
22741,7,2,3,59,1,4,6,6,545,235,15,735,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22742,2,2,1,10,2,4,4,6,540,195,45,270,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22743,1,1,6,35,1,1,3,1,580,0,20,610,0,0,360,0,0,1,2,2,2,2,1,8,2,2,1,1
22744,2,2,6,46,1,2,6,3,675,30,110,1250,25,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
22745,4,1,2,35,1,4,2,2,465,0,45,575,85,465,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2
22746,7,1,1,35,1,2,2,6,450,45,195,0,120,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
22747,4,1,5,35,1,1,1,4,540,0,0,720,165,0,0,0,0,NA,NA,NA,1,1,NA,3,1,2,1,2
22748,2,2,6,35,2,2,2,6,450,0,40,760,20,680,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
22749,3,1,1,59,1,7,1,2,810,0,45,205,20,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
22750,4,1,1,24,1,6,1,2,500,195,45,935,70,480,0,0,0,NA,NA,NA,1,1,NA,3,NA,2,1,1
22751,5,2,5,24,1,4,3,3,625,0,30,165,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
22752,7,1,1,13,1,3,6,2,480,15,70,695,0,0,0,0,0,NA,1,2,2,2,NA,8,2,2,2,2
22753,1,1,6,35,1,1,6,5,590,0,35,950,0,0,400,0,10,2,1,1,1,2,1,5,2,2,1,2
22754,3,1,1,48,1,4,4,4,410,0,155,25,75,370,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,2
22755,5,2,1,12,2,4,3,4,690,90,120,280,70,0,0,0,0,NA,2,2,2,2,NA,1,1,1,1,2
22756,3,2,6,35,1,4,3,1,600,0,60,1050,30,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22757,4,1,5,59,1,2,2,2,390,0,60,930,180,510,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2
22758,3,1,1,47,1,4,2,2,540,120,60,120,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2
22759,3,1,1,35,1,6,2,5,660,0,0,780,780,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
22760,6,2,1,10,1,2,2,2,600,0,165,1320,0,0,0,0,0,NA,1,1,1,2,NA,8,2,1,1,1
22761,2,2,5,48,1,6,2,3,660,30,30,690,0,0,0,0,0,NA,NA,NA,1,1,NA,4,2,2,1,2
22762,4,1,1,35,1,6,5,3,480,0,30,685,0,420,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
22763,3,1,1,59,1,3,1,3,510,150,110,0,135,0,0,0,0,NA,1,1,1,2,NA,1,2,2,1,2
22764,4,1,1,10,2,6,1,6,450,30,0,1180,70,450,0,0,30,NA,NA,NA,1,1,NA,4,2,2,1,1
22765,6,1,1,10,1,6,6,2,570,0,120,180,115,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
22766,4,1,2,48,1,2,1,6,555,30,45,75,60,660,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,1
22767,6,2,1,11,3,2,6,6,600,50,130,1440,10,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22768,5,1,1,35,1,NA,4,6,300,0,290,10,10,720,0,0,0,NA,NA,NA,2,2,NA,NA,1,2,2,NA
22769,4,1,6,46,1,4,2,2,640,0,60,1440,30,490,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2
22770,5,2,5,48,1,5,1,6,465,60,50,885,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,1
22771,4,2,1,35,1,2,1,6,630,140,0,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2
22772,5,2,2,10,2,1,1,6,395,0,40,10,0,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2
22773,5,2,1,35,1,1,1,6,675,100,45,150,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22774,6,2,1,10,2,3,3,6,540,70,65,50,20,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2
22775,6,1,1,12,1,7,4,6,600,0,570,0,30,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
22776,4,2,1,24,2,2,2,5,540,50,30,105,20,450,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2
22777,5,2,1,10,2,4,3,6,520,20,60,90,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1
22778,4,1,6,48,2,1,6,4,750,0,90,1440,0,0,0,0,0,NA,NA,1,1,2,NA,1,2,2,1,2
22779,6,2,1,10,2,4,4,6,420,90,105,210,70,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22780,2,2,2,24,2,4,1,3,600,45,100,100,35,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,1
22781,6,2,1,12,2,1,6,1,540,170,0,760,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22782,5,1,3,59,2,3,1,5,390,50,70,1440,745,0,0,0,0,NA,NA,NA,1,1,NA,3,1,1,2,1
22783,2,2,6,24,1,6,3,3,540,0,60,1255,0,0,0,0,0,1,1,1,1,2,1,7,2,2,2,1
22784,3,1,6,35,1,6,1,3,510,170,90,1140,110,0,0,0,0,NA,NA,NA,1,1,NA,5,2,NA,1,2
22785,4,2,3,35,1,2,4,1,675,30,40,1320,5,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
22786,2,1,2,10,2,2,2,6,1060,60,135,930,45,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,1
22787,6,2,1,35,1,1,6,1,660,95,100,30,0,0,0,0,0,NA,2,2,2,2,NA,8,NA,1,2,2
22788,4,2,1,35,2,4,2,6,420,105,30,750,60,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22789,5,1,1,24,1,4,5,3,545,15,135,0,20,0,0,0,135,NA,2,2,2,2,NA,1,2,2,2,2
22790,2,1,2,24,1,3,1,3,450,105,10,110,45,465,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
22791,5,2,6,59,1,6,3,3,635,30,35,1300,70,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2
22792,7,2,3,12,2,6,5,4,555,80,40,1150,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22793,3,1,1,11,3,4,2,6,460,90,70,645,40,410,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
22794,7,2,3,47,2,3,1,3,600,45,240,600,0,0,0,0,0,NA,2,2,2,2,NA,2,1,1,2,2
22795,3,2,1,35,1,6,1,3,440,30,50,500,70,430,0,0,0,NA,NA,NA,1,1,NA,6,2,2,1,1
22796,4,1,1,35,1,7,2,6,480,300,35,0,85,0,0,0,0,NA,1,2,2,2,NA,1,2,2,2,2
22797,3,2,1,11,3,4,1,2,495,0,0,490,0,445,0,0,0,NA,NA,NA,1,1,NA,3,1,2,2,2
22798,2,2,6,46,2,5,1,4,515,10,30,685,75,520,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22799,6,1,5,59,1,1,6,6,360,60,0,1320,135,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2
22800,4,2,3,24,1,2,4,3,420,50,135,1200,0,0,0,0,0,NA,NA,2,2,2,NA,1,2,2,2,2
22801,5,1,5,10,2,2,1,6,520,60,100,1440,660,0,0,0,0,NA,NA,NA,1,1,NA,7,1,1,1,2
22802,6,2,3,59,1,4,5,4,720,30,30,1350,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22803,3,1,6,48,2,1,3,1,585,0,170,0,0,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2
22804,5,2,3,24,1,3,1,6,660,0,0,1290,0,0,0,0,0,NA,NA,NA,1,1,NA,1,NA,1,2,2
22805,3,2,2,24,1,6,2,3,480,30,60,0,0,495,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
22806,7,1,3,24,2,1,2,3,530,130,60,270,120,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22807,1,1,6,35,1,1,2,2,270,0,20,495,0,0,0,0,0,NA,1,1,1,2,1,7,2,2,2,2
22808,4,2,1,48,2,3,1,4,630,90,120,120,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22809,5,2,1,35,1,7,1,1,400,0,110,555,90,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,NA,1
22810,5,1,1,35,1,3,5,3,590,30,30,60,75,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22811,6,1,1,24,1,6,6,4,450,90,45,265,55,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22812,3,2,4,35,1,4,3,6,495,90,0,300,0,0,0,0,0,NA,1,2,2,2,1,8,2,1,2,2
22813,4,2,6,59,2,3,6,2,480,0,90,1190,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2
22814,3,1,2,12,2,4,2,2,450,60,45,520,0,60,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
22815,4,2,6,35,1,7,1,5,360,0,90,1380,45,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2
22816,2,1,1,10,1,6,1,4,570,0,0,90,0,540,0,0,0,1,2,1,1,2,1,1,2,2,1,2
22817,7,2,3,46,2,3,4,6,420,0,30,900,70,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22818,1,2,6,35,1,6,3,4,510,90,0,1410,0,0,0,0,60,1,2,2,2,2,1,2,2,2,2,2
22819,5,2,1,59,1,4,1,6,460,30,0,180,130,750,0,0,0,NA,NA,NA,1,1,NA,1,NA,1,1,1
22820,7,2,1,35,1,4,2,3,330,15,45,1035,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
22821,5,1,1,35,2,7,2,3,420,105,0,240,45,510,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2
22822,6,1,1,47,2,3,2,2,560,30,200,50,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22823,2,2,6,13,1,4,1,3,420,40,20,1335,105,0,0,0,0,2,1,1,1,2,NA,6,2,2,2,2
22824,3,1,6,35,2,6,5,1,630,95,120,930,70,465,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
22825,5,2,1,59,1,1,6,6,570,55,15,110,30,510,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
22826,5,2,1,13,1,2,6,1,315,100,125,180,0,0,0,0,0,NA,1,1,1,2,NA,8,1,1,2,2
22827,3,2,2,10,1,6,1,3,570,120,0,505,55,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
22828,3,1,5,35,1,3,4,4,600,90,50,960,25,480,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2
22829,6,1,2,46,1,6,2,6,470,30,100,225,95,455,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,2
22830,4,1,1,35,1,6,1,4,615,0,180,180,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
22831,5,2,5,59,1,1,6,2,540,230,175,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1
22832,6,1,1,59,1,7,3,3,555,120,90,15,50,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22833,3,2,2,13,2,2,1,6,510,45,40,115,40,460,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2
22834,3,2,1,59,1,7,1,6,645,0,20,140,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1
22835,5,2,2,35,1,7,3,3,500,60,90,280,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
22836,5,1,1,35,1,4,2,6,495,30,10,875,40,490,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
22837,4,2,6,35,1,7,2,3,685,105,30,1000,20,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,1
22838,5,2,2,24,1,5,4,3,555,30,55,760,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22839,3,2,1,10,2,4,1,6,540,0,90,420,0,0,0,0,0,NA,1,1,1,2,NA,4,2,2,1,2
22840,7,2,3,12,1,6,6,6,390,120,120,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,NA
22841,7,2,3,59,1,2,6,6,540,180,60,1220,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22842,2,2,1,12,2,5,1,6,440,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1
22843,2,2,2,46,2,4,1,3,420,60,90,210,165,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,1
22844,7,2,3,24,1,2,1,6,630,0,190,1250,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22845,5,2,1,59,2,2,2,2,450,30,0,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1
22846,3,1,1,10,2,3,1,2,390,0,45,355,55,285,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22847,4,1,1,47,1,3,2,6,450,30,0,465,75,540,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1
22848,6,1,6,24,2,5,1,6,530,0,85,305,40,520,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
22849,2,2,2,48,1,6,1,2,270,0,175,0,0,0,0,0,0,NA,2,1,1,2,1,5,2,2,2,1
22850,4,1,2,24,1,4,2,3,525,60,60,105,15,570,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,1
22851,3,2,1,46,2,7,1,4,465,0,45,150,150,485,0,0,0,NA,NA,NA,1,1,NA,4,2,2,1,2
22852,5,2,2,24,2,5,2,4,600,15,100,360,290,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22853,3,1,4,48,2,3,1,4,435,0,40,575,90,655,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,1
22854,4,1,1,35,1,4,1,4,530,60,0,560,0,450,0,0,0,NA,NA,NA,1,1,NA,4,2,2,1,NA
22855,7,1,3,59,1,3,6,6,570,45,175,1235,45,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22856,3,2,4,35,1,4,2,5,415,0,0,450,65,510,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2
22857,1,2,1,24,1,6,1,4,680,0,40,480,330,0,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2
22858,4,2,1,35,1,5,3,3,570,0,90,90,60,480,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
22859,2,2,2,47,1,2,2,2,630,0,0,0,10,0,0,0,0,NA,2,2,2,2,NA,3,2,2,2,2
22860,4,1,1,24,1,3,2,3,230,0,135,120,110,615,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2
22861,7,2,3,46,2,1,6,6,730,60,240,1260,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22862,3,2,6,47,2,2,5,6,615,10,60,1000,0,425,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,1
22863,7,2,1,46,1,4,6,6,580,0,125,1235,105,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22864,5,1,4,24,1,1,6,6,690,0,180,960,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
22865,3,1,1,47,2,2,5,6,570,0,120,210,0,90,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,1
22866,7,2,3,35,1,6,2,3,540,45,165,1140,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
