PUMFID,ageGrp,sex,maritalStat,province,popCenter,eduLevel,feelRushed,extraTime,durSleep,durMealPrep,durEating,durAlone,durDriving,durWork,durShoolSite,durSchoolOnline,durStudy,mainStudy,mainJobHunting,mainWork,worked12m,workedWeek,enrollStat,dailyTexts,timeSlowDown,timeWorkaholic,timeNotFamFriends,timeWantAlone
21093,5,1,1,11,3,6,1,6,705,20,10,570,20,0,0,0,0,NA,NA,NA,1,1,NA,8,1,2,1,2
21094,5,2,1,24,1,2,1,6,435,60,90,695,0,130,0,0,0,NA,1,1,1,2,NA,1,2,2,1,2
21095,2,2,1,35,1,NA,1,2,420,90,0,0,45,0,0,0,0,NA,NA,NA,1,1,NA,NA,2,2,2,1
21096,5,2,2,46,2,4,1,6,465,0,15,160,70,510,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,1
21097,5,1,1,10,2,7,4,4,530,40,70,1385,40,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
21098,4,1,1,35,1,2,1,1,540,0,90,0,0,0,0,0,0,NA,2,1,1,2,NA,2,2,2,1,2
21099,7,2,3,35,1,4,6,3,575,90,110,505,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21100,4,1,6,59,1,4,6,3,1440,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
21101,5,2,1,35,1,2,3,2,270,50,60,460,35,0,0,0,0,NA,2,2,2,2,NA,3,2,2,2,2
21102,1,2,6,10,1,1,3,5,660,20,90,450,20,0,0,0,390,1,2,1,1,2,1,3,2,2,2,2
21103,5,2,1,13,1,4,1,2,590,20,60,200,0,0,0,0,0,NA,2,2,2,2,NA,1,1,1,1,1
21104,2,2,1,24,1,6,1,6,925,40,80,615,0,0,0,0,0,NA,2,1,1,2,NA,2,1,2,1,2
21105,2,2,6,35,1,6,1,4,450,45,135,870,0,480,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2
21106,3,1,1,35,2,7,2,3,905,60,120,150,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21107,6,1,1,35,1,3,3,2,420,0,75,1105,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21108,2,2,6,24,1,6,2,3,660,80,100,45,0,0,0,0,0,NA,NA,NA,1,1,2,1,1,1,2,1
21109,6,1,1,11,3,1,3,2,630,30,0,300,0,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2
21110,3,2,1,13,1,7,2,2,510,20,60,30,20,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
21111,7,2,3,59,1,2,5,1,630,90,120,1050,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21112,2,1,2,13,1,4,2,4,1080,60,60,840,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21113,3,2,6,13,1,7,3,4,525,10,30,790,25,650,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
21114,7,2,1,13,1,7,4,6,540,20,140,500,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
21115,2,1,6,59,1,3,2,3,780,0,40,1150,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1
21116,5,2,3,35,2,4,1,6,485,25,105,1065,40,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2
21117,5,2,1,24,1,4,4,6,495,100,120,240,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21118,5,1,1,46,1,1,3,3,465,30,0,60,0,615,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21119,1,2,6,48,2,2,2,2,570,75,0,1015,50,0,365,0,330,1,1,1,1,2,1,5,1,2,2,2
21120,5,2,1,10,1,6,2,6,540,60,80,655,40,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21121,6,1,1,47,2,4,4,6,120,0,120,180,0,240,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2
21122,1,2,6,46,1,2,2,2,555,0,0,126,30,255,184,0,36,NA,NA,NA,1,1,1,3,2,2,1,2
21123,1,2,6,46,1,1,4,4,655,30,125,295,0,0,0,0,0,1,2,2,2,2,NA,1,2,2,2,2
21124,3,1,6,12,1,1,1,2,520,0,50,865,150,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21125,5,1,1,10,1,1,3,4,400,0,0,490,25,265,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,2
21126,5,2,1,24,1,2,4,5,450,60,60,0,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21127,5,1,1,12,2,4,1,5,510,0,20,150,130,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
21128,7,2,3,24,1,1,6,6,510,0,25,1110,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21129,6,2,3,59,1,7,3,5,540,0,120,1440,0,0,0,0,0,NA,2,2,2,2,2,8,2,2,2,2
21130,3,2,1,48,2,4,3,2,630,60,15,0,405,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1
21131,5,1,6,35,1,7,4,2,455,30,35,1315,135,470,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2
21132,2,1,6,48,1,4,1,4,360,0,90,780,330,0,0,0,0,NA,NA,NA,1,1,NA,3,1,1,1,2
21133,5,1,1,24,1,2,2,1,600,60,335,215,25,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
21134,4,1,1,46,2,3,3,1,390,150,60,330,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21135,2,2,1,12,1,4,1,3,480,60,110,0,0,0,0,0,0,NA,2,2,2,2,NA,5,1,1,1,1
21136,4,2,5,24,1,5,1,6,395,0,20,735,60,620,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1
21137,5,1,1,11,3,2,1,2,495,30,120,470,240,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2
21138,7,2,5,24,1,4,6,1,570,50,80,1440,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21139,4,2,1,59,1,6,1,4,580,20,10,715,50,485,0,0,0,NA,NA,NA,1,1,NA,3,1,1,1,2
21140,5,2,1,46,2,2,1,4,660,150,0,240,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
21141,7,2,3,11,3,2,6,6,510,135,0,1335,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21142,6,1,1,35,1,6,2,3,300,10,90,145,120,0,0,0,0,NA,NA,NA,1,1,NA,1,1,1,2,2
21143,2,1,1,35,1,7,2,2,420,0,30,450,30,505,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
21144,7,2,3,59,1,2,6,6,300,20,260,1310,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21145,2,2,1,48,2,4,1,1,530,0,45,80,0,0,0,0,0,NA,2,1,1,2,NA,1,1,1,1,1
21146,2,1,6,12,1,6,2,2,450,30,35,810,65,450,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
21147,4,1,1,24,1,3,2,6,420,40,40,900,40,540,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1
21148,2,2,1,35,1,4,2,6,360,0,30,540,215,460,195,0,0,NA,NA,NA,1,1,2,2,2,1,1,2
21149,2,2,6,47,1,6,1,2,510,45,65,675,45,435,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
21150,5,2,6,24,1,2,4,6,510,50,70,1440,0,325,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
21151,5,1,1,35,1,4,3,2,570,0,140,180,320,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21152,5,1,1,35,1,2,2,5,465,60,235,85,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
21153,5,2,3,59,1,2,2,6,525,30,120,1090,45,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
21154,2,1,1,35,1,NA,2,3,780,0,60,600,120,480,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
21155,1,1,6,46,2,1,3,1,840,0,240,840,0,0,0,0,0,2,1,1,1,2,2,1,2,2,2,2
21156,6,1,1,35,1,4,5,6,510,60,120,335,70,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21157,2,2,1,59,2,5,3,6,485,60,195,0,30,0,0,0,0,NA,2,2,2,2,NA,5,2,1,2,2
21158,3,2,6,35,1,2,1,3,570,90,0,0,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
21159,1,1,6,35,1,2,2,3,440,0,10,230,0,515,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,2
21160,4,2,6,46,2,4,2,2,450,40,20,825,0,525,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
21161,7,2,3,24,1,1,5,6,680,90,120,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21162,4,2,1,12,1,3,1,3,530,25,0,395,30,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2
21163,2,1,1,59,1,6,1,1,450,30,120,60,60,540,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,2
21164,2,1,6,12,1,7,2,1,480,0,30,930,0,300,0,0,0,NA,NA,1,1,2,NA,1,2,1,1,2
21165,5,2,1,46,2,1,6,5,510,0,185,255,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
21166,3,2,2,10,2,2,6,6,195,155,20,1010,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21167,2,2,6,35,1,6,2,4,540,0,115,785,0,0,0,415,0,NA,NA,NA,1,1,2,2,2,2,1,2
21168,5,1,1,35,1,2,3,3,240,0,190,570,20,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21169,2,1,1,11,3,1,2,2,490,45,60,45,115,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
21170,1,1,6,11,3,1,2,3,570,0,55,45,140,0,0,0,0,1,2,1,1,2,1,4,2,2,2,1
21171,4,2,5,35,1,6,2,3,295,10,290,495,105,0,0,0,0,NA,NA,1,1,2,NA,2,2,1,2,2
21172,5,2,3,10,1,3,2,6,540,0,30,70,10,435,0,0,0,NA,NA,NA,1,1,NA,8,1,1,2,2
21173,6,2,3,12,1,2,3,6,770,0,90,1440,40,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
21174,1,2,6,59,1,1,4,3,510,0,105,510,300,0,0,0,0,NA,NA,NA,1,1,1,7,2,2,2,1
21175,3,2,2,35,1,2,1,4,600,120,30,795,0,525,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
21176,2,2,6,46,1,2,2,3,840,240,60,360,0,0,0,0,0,1,1,1,1,2,1,1,NA,1,1,2
21177,7,2,5,24,1,1,6,6,300,230,25,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21178,5,2,6,24,1,2,5,2,510,0,120,1215,30,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
21179,1,1,6,35,1,1,4,1,480,40,40,1090,0,0,0,0,0,NA,NA,2,2,2,NA,6,1,2,1,2
21180,4,1,1,35,2,4,2,3,450,15,30,605,35,510,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21181,5,2,1,59,1,6,3,6,435,0,130,450,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21182,6,1,1,24,1,NA,6,6,660,0,130,120,0,0,0,0,0,NA,NA,NA,2,2,NA,1,1,1,1,2
21183,4,2,5,48,1,4,2,3,450,0,60,615,105,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1
21184,3,1,1,24,2,4,1,6,525,0,255,140,30,45,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1
21185,3,2,6,24,1,2,4,6,500,10,0,1305,0,570,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21186,6,1,1,47,2,4,1,1,510,0,165,495,30,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
21187,4,2,1,35,1,3,1,6,540,60,120,700,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21188,5,1,5,35,2,4,1,6,450,0,60,1440,0,750,0,0,0,NA,NA,NA,1,1,NA,1,1,1,2,1
21189,7,2,3,13,1,3,6,6,500,0,30,1275,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21190,1,1,6,47,1,2,4,3,645,0,0,550,0,310,0,0,0,NA,1,1,1,2,NA,8,1,2,2,1
21191,3,2,1,12,1,6,1,4,470,90,70,275,0,0,260,0,40,1,1,1,1,2,NA,1,1,1,1,1
21192,6,1,1,13,1,3,2,2,480,0,135,555,45,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21193,4,1,6,13,1,1,6,1,435,0,50,1410,0,0,0,0,0,NA,1,2,2,2,NA,3,2,2,2,1
21194,3,1,1,47,1,4,2,3,630,0,30,1200,30,0,0,0,0,NA,NA,1,1,2,NA,1,NA,1,2,2
21195,2,2,1,35,1,6,1,3,480,60,50,220,0,465,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
21196,7,1,1,59,1,NA,4,6,510,60,90,0,30,0,0,0,0,NA,NA,NA,2,2,NA,2,2,1,2,2
21197,5,1,1,13,1,2,1,2,360,0,25,515,115,500,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21198,5,2,1,35,1,5,1,6,480,120,60,750,0,660,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2
21199,5,2,1,35,1,2,1,6,1260,0,0,1260,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2
21200,3,2,1,24,1,3,1,6,540,60,30,330,10,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21201,2,2,1,47,1,6,2,4,690,210,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,4,1,2,1,2
21202,5,2,5,13,1,3,1,6,720,0,40,1440,20,0,0,0,180,NA,NA,NA,1,1,NA,1,2,1,1,1
21203,3,1,1,12,2,2,2,6,600,15,30,680,90,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
21204,6,2,6,24,1,7,1,6,470,60,20,835,90,0,0,0,0,NA,2,1,1,2,NA,8,1,2,2,2
21205,7,1,1,24,1,3,6,6,675,0,45,195,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
21206,6,2,1,13,1,2,6,2,540,60,135,300,0,0,0,0,0,NA,2,1,1,2,NA,8,2,2,1,1
21207,3,1,1,35,2,4,1,3,515,90,90,335,135,0,0,0,0,NA,2,1,1,2,NA,2,2,2,1,2
21208,7,2,3,47,2,1,4,6,840,0,180,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21209,3,2,6,35,1,6,2,6,640,0,90,120,0,0,0,0,0,NA,NA,NA,1,1,NA,4,2,1,2,2
21210,4,1,1,12,1,6,1,2,510,75,40,150,110,480,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
21211,1,1,6,48,1,2,4,6,405,0,30,545,210,500,0,0,0,NA,NA,NA,1,1,NA,4,2,2,2,2
21212,5,1,5,24,2,4,1,6,495,90,60,865,10,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21213,2,1,6,10,1,6,3,3,620,45,90,835,290,0,0,0,0,NA,NA,NA,1,1,NA,4,2,2,2,2
21214,3,1,1,59,1,6,1,3,480,70,0,120,30,690,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2
21215,5,1,1,46,1,NA,3,1,1170,0,0,180,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21216,4,2,1,35,2,3,1,5,540,0,150,60,60,0,0,0,0,NA,2,1,1,2,NA,2,1,2,2,2
21217,4,2,2,48,2,4,1,5,525,0,75,245,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1
21218,5,1,1,47,2,4,1,6,450,0,40,30,0,750,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21219,4,2,6,35,1,3,3,5,510,0,90,645,195,570,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21220,3,2,6,59,1,5,1,6,390,20,0,840,75,690,0,0,0,NA,NA,NA,1,1,NA,7,1,1,2,2
21221,5,1,6,59,1,7,2,5,375,30,100,930,90,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21222,7,1,3,35,1,4,6,6,540,165,20,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
21223,6,1,1,35,1,7,3,4,465,0,75,615,105,480,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
21224,2,1,2,35,1,6,1,4,420,0,20,240,255,345,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,1
21225,4,1,5,47,2,3,1,6,480,0,0,150,240,0,0,0,0,NA,NA,NA,1,1,NA,3,2,1,2,2
21226,1,2,6,48,1,2,2,2,525,30,75,0,0,0,360,0,0,1,2,2,2,2,1,7,2,2,2,2
21227,2,2,6,59,1,6,2,3,360,0,45,605,0,490,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2
21228,6,1,5,12,2,1,4,5,405,120,45,1060,70,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21229,4,1,6,24,1,4,2,6,600,30,90,720,75,0,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,2
21230,6,2,1,24,1,3,3,6,470,65,155,645,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21231,5,1,1,46,2,3,5,3,410,60,45,285,60,540,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21232,2,2,6,48,1,2,1,6,360,0,110,745,40,645,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,1
21233,3,1,1,35,1,4,1,6,395,0,60,135,25,600,0,0,0,NA,NA,NA,1,1,NA,7,2,1,1,1
21234,6,1,1,47,1,1,5,6,735,10,165,265,55,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21235,2,1,6,13,2,6,2,2,570,0,90,835,65,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21236,3,2,1,35,1,7,2,4,440,35,85,165,100,390,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1
21237,1,2,6,24,1,1,2,2,475,0,30,565,0,490,0,0,0,NA,NA,NA,1,1,1,2,2,2,2,2
21238,2,2,1,10,1,7,1,4,425,70,75,50,50,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2
21239,2,2,6,59,1,6,2,3,630,80,80,290,0,0,0,0,0,NA,NA,NA,1,1,NA,5,2,2,1,1
21240,6,1,4,24,1,2,3,3,510,60,0,1440,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21241,1,1,6,10,2,2,6,1,750,0,15,825,495,0,0,0,0,NA,NA,NA,1,1,1,7,2,2,1,2
21242,5,1,1,35,1,7,1,6,455,45,145,325,145,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1
21243,7,2,3,59,1,7,6,6,540,120,180,1290,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2
21244,6,1,1,35,1,4,3,3,540,0,165,240,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
21245,3,2,1,11,3,NA,2,2,605,0,135,80,10,0,0,0,0,NA,NA,NA,2,2,NA,1,NA,2,2,2
21246,3,2,1,35,1,NA,1,6,435,90,70,125,165,480,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
21247,2,1,6,59,1,6,2,2,445,0,50,1350,30,535,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
21248,5,2,5,24,2,4,2,6,540,25,75,1185,65,0,0,0,0,NA,1,1,1,2,NA,1,2,1,2,2
21249,3,2,1,46,1,5,2,3,465,60,45,575,95,475,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2
21250,7,1,1,35,1,3,6,6,420,20,70,400,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21251,2,2,1,35,1,4,3,4,480,65,150,320,65,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1
21252,7,1,1,35,1,1,4,2,465,155,55,165,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21253,2,2,1,46,1,6,2,4,540,0,90,370,0,500,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
21254,5,1,1,24,1,4,1,6,450,15,30,990,90,840,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
21255,4,1,6,35,1,3,6,2,430,0,60,1440,135,690,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2
21256,5,1,1,35,1,NA,2,4,435,0,70,155,90,525,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21257,5,1,2,12,2,2,4,5,390,0,225,630,105,355,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,1
21258,4,2,3,48,1,6,4,3,480,10,20,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21259,3,2,1,35,1,6,1,4,560,100,0,45,30,660,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1
21260,4,2,6,24,1,7,2,4,585,65,210,765,0,320,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2
21261,7,2,3,35,2,1,1,1,360,80,60,1170,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21262,6,2,1,59,1,4,4,6,540,10,200,450,40,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21263,5,1,1,35,1,4,2,6,380,30,30,590,50,540,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1
21264,6,1,5,24,1,1,4,6,880,0,30,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21265,5,1,1,35,1,6,1,6,415,45,80,260,145,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
21266,5,2,1,59,1,2,1,6,545,150,60,70,40,490,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
21267,4,2,5,48,1,3,1,6,910,0,200,930,60,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1
21268,3,2,6,59,1,6,1,6,840,90,0,120,0,0,0,0,0,NA,2,1,1,2,NA,2,2,2,2,2
21269,6,2,1,35,1,4,2,6,600,90,255,0,120,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21270,1,2,6,35,2,4,3,2,595,0,105,840,130,390,0,0,0,NA,NA,1,1,2,NA,5,2,2,1,2
21271,6,1,1,24,1,2,4,6,540,100,215,710,135,0,0,0,0,NA,NA,NA,1,1,NA,8,1,1,2,2
21272,4,1,1,35,1,7,2,6,670,15,75,325,85,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
21273,5,1,1,48,2,1,4,6,620,0,30,210,180,60,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
21274,6,1,1,12,1,3,2,2,600,60,110,535,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21275,3,2,1,12,2,3,2,6,450,60,30,570,0,510,0,0,0,NA,NA,NA,1,1,NA,4,2,2,1,1
21276,5,1,1,24,1,3,4,3,450,10,305,0,180,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
21277,2,2,2,13,1,7,1,5,355,0,20,940,105,210,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,1
21278,3,2,6,48,2,4,2,5,480,20,60,0,0,0,0,0,0,NA,1,1,1,2,NA,2,1,2,2,2
21279,2,1,6,46,1,1,1,6,540,15,0,30,235,475,0,0,0,NA,2,1,1,2,NA,3,1,2,1,NA
21280,1,1,6,59,1,2,4,3,570,0,100,1360,100,390,0,0,0,1,2,1,1,2,1,7,2,2,2,2
21281,4,2,1,12,2,4,5,2,630,250,0,1440,20,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
21282,2,2,2,48,1,7,1,6,380,60,15,525,20,560,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2
21283,3,2,1,59,1,2,1,3,630,0,165,0,15,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
21284,4,2,2,35,1,2,4,5,480,90,0,135,30,405,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
21285,6,2,5,24,1,1,4,1,555,15,120,1085,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21286,5,1,1,59,1,2,2,2,510,75,0,210,220,0,0,0,0,NA,NA,NA,1,1,NA,1,1,1,2,2
21287,4,2,1,59,1,4,2,3,510,180,240,120,60,0,0,0,0,NA,2,1,1,2,NA,2,1,1,2,2
21288,3,2,3,35,2,6,2,6,450,0,40,685,35,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
21289,4,1,6,35,1,3,3,3,440,0,0,1440,20,590,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
21290,4,1,6,35,1,NA,6,6,450,0,30,825,30,0,0,0,0,NA,NA,NA,2,2,NA,1,2,1,2,2
21291,5,2,6,35,1,4,2,4,510,75,15,1000,45,440,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2
21292,5,2,1,13,2,5,3,6,525,225,180,0,0,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
21293,5,2,5,24,1,2,2,5,510,0,95,940,105,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21294,7,1,1,35,1,6,6,6,540,70,0,190,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21295,5,1,1,35,1,2,2,6,480,0,60,75,30,495,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
21296,7,2,1,35,1,4,4,1,455,135,310,0,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,1
21297,4,1,6,24,1,2,5,3,515,10,140,680,0,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
21298,2,2,2,35,1,4,2,2,480,105,0,70,0,435,0,0,0,NA,NA,NA,1,1,NA,4,2,2,2,2
21299,4,1,1,35,1,7,1,6,385,15,210,430,110,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
21300,4,2,1,24,1,6,1,6,540,55,75,635,40,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1
21301,5,2,6,46,1,6,4,5,550,15,60,1130,80,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
21302,7,2,2,46,1,2,6,4,465,10,75,565,55,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
21303,5,1,1,35,1,2,1,3,390,30,80,960,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,2
21304,5,2,1,35,2,2,3,6,450,120,0,270,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2
21305,6,2,1,24,2,6,4,6,570,30,110,660,30,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2
21306,3,2,6,48,1,4,3,2,450,0,150,60,0,0,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,1
21307,6,2,1,59,1,2,6,2,615,0,105,705,15,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
21308,5,2,1,35,1,7,1,6,570,480,130,495,0,0,0,0,0,NA,NA,NA,1,1,NA,7,2,1,1,2
21309,5,1,6,59,1,4,2,6,540,0,0,1440,0,780,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,2
21310,2,2,1,48,1,6,2,5,785,90,45,0,30,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,1
21311,3,1,1,35,1,6,2,4,500,70,80,705,0,0,0,150,0,NA,NA,NA,1,1,2,1,2,2,2,2
21312,3,1,1,35,1,6,2,6,470,15,30,135,105,525,0,0,0,NA,NA,NA,1,1,2,2,2,1,1,2
21313,5,1,1,47,2,2,1,4,555,0,30,120,120,660,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
