PUMFID,AGEGR10,SEX,MARSTAT,PRV,LUC_RST,EHG_ALL,GTU_110,GTU_130,DUR01,DUR05,DUR06,DURS200,DURL313,DUR08,DUR13,DUR14,DUR15,MRW_20,MRW_30,MRW_40,MRW_D40A,MRW_D40B,EDM_02,TST_01,TCS_110,TCS_120,TCS_150,TCS_200
21816,6,1,1,24,1,,2.0,6.0,630,70,70,1170,110,0,0,0,0,,,,2,2,,,,,,
21817,3,2,1,59,1,4.0,3.0,4.0,480,60,70,185,35,535,0,0,0,,,,1,1,,1.0,1.0,1.0,2.0,2.0
21818,4,2,1,24,1,6.0,1.0,4.0,570,145,95,150,0,0,0,0,0,,1.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
21819,4,2,4,35,2,3.0,5.0,2.0,630,110,60,1330,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21820,7,2,5,12,1,3.0,6.0,6.0,540,0,180,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21821,5,2,6,13,1,2.0,3.0,1.0,480,285,55,1105,0,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
21822,3,2,1,48,1,2.0,1.0,3.0,500,70,55,250,55,435,0,0,0,,,,1,1,,4.0,1.0,1.0,1.0,1.0
21823,6,2,4,24,1,3.0,2.0,4.0,590,10,60,1150,50,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,2.0
21824,7,2,3,47,2,6.0,2.0,5.0,495,60,90,1275,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21825,5,1,1,46,2,6.0,1.0,6.0,360,0,60,660,360,585,0,0,0,,,,1,1,,1.0,1.0,1.0,1.0,2.0
21826,5,2,1,48,2,1.0,3.0,6.0,510,0,275,150,95,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
21827,1,2,6,35,1,5.0,2.0,5.0,470,0,85,425,0,0,330,0,145,1.0,1.0,1.0,1,2,1.0,7.0,1.0,1.0,1.0,1.0
21828,6,1,1,13,1,6.0,6.0,6.0,570,30,95,485,60,0,0,0,0,,1.0,1.0,1,2,,8.0,2.0,2.0,2.0,2.0
21829,7,1,1,46,1,2.0,3.0,2.0,540,55,0,1395,30,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
21830,3,1,1,48,2,3.0,1.0,5.0,525,0,0,0,310,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
21831,7,2,1,24,1,4.0,,,930,0,60,950,0,0,0,0,0,,,,2,2,,8.0,,2.0,2.0,2.0
21832,6,2,1,35,1,2.0,5.0,5.0,480,90,120,0,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,,2.0
21833,7,1,1,35,1,1.0,6.0,6.0,500,120,10,510,30,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21834,3,2,1,24,1,7.0,1.0,6.0,440,115,25,240,50,540,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
21835,4,1,6,10,2,3.0,1.0,5.0,500,35,385,1015,0,0,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
21836,4,2,2,24,1,2.0,2.0,6.0,510,60,30,60,0,475,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
21837,5,1,2,24,2,2.0,3.0,1.0,465,55,75,250,55,0,0,0,0,,,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
21838,7,1,6,48,2,1.0,6.0,1.0,755,0,225,1350,50,0,0,0,0,,2.0,1.0,1,2,,8.0,1.0,2.0,2.0,2.0
21839,5,1,1,35,1,2.0,1.0,6.0,380,0,240,515,80,285,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21840,2,1,6,47,1,2.0,2.0,3.0,630,210,0,1230,0,0,0,0,0,,,1.0,1,2,,1.0,2.0,1.0,1.0,2.0
21841,7,1,1,24,1,6.0,1.0,6.0,540,0,180,0,0,0,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,2.0
21842,3,2,4,48,1,4.0,1.0,6.0,490,60,0,110,150,480,0,0,120,,,,1,1,,1.0,2.0,1.0,1.0,1.0
21843,4,1,6,12,1,6.0,1.0,6.0,320,60,0,1230,0,530,0,0,0,,,1.0,1,2,,3.0,2.0,1.0,2.0,2.0
21844,3,1,1,13,1,7.0,4.0,4.0,655,30,75,135,30,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
21845,4,1,1,59,1,4.0,2.0,3.0,450,55,45,555,50,30,0,0,0,,,,1,1,,3.0,2.0,2.0,2.0,2.0
21846,5,2,3,59,1,2.0,3.0,5.0,365,45,50,800,110,510,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21847,5,1,1,48,1,2.0,6.0,5.0,570,120,60,390,90,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21848,1,1,6,24,2,1.0,2.0,3.0,435,0,0,45,0,485,0,0,0,,,,1,1,1.0,3.0,2.0,2.0,2.0,2.0
21849,4,1,1,47,1,4.0,3.0,3.0,600,0,165,510,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
21850,1,1,6,35,1,2.0,4.0,3.0,480,0,30,1440,0,0,0,0,0,,,,1,1,,6.0,2.0,2.0,2.0,2.0
21851,3,2,1,24,1,4.0,2.0,4.0,515,0,55,100,45,540,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,2.0
21852,5,2,1,47,1,6.0,6.0,1.0,660,45,80,135,0,0,0,0,0,,2.0,2.0,2,2,,2.0,2.0,2.0,2.0,2.0
21853,6,2,5,13,2,2.0,6.0,6.0,420,210,0,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21854,5,2,1,12,2,1.0,1.0,6.0,435,50,20,680,0,455,0,0,0,,,,1,1,,8.0,1.0,1.0,1.0,2.0
21855,4,1,5,24,1,7.0,3.0,6.0,465,30,115,480,45,480,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21856,5,1,5,35,1,2.0,3.0,,500,0,55,735,0,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,2.0,2.0,2.0
21857,7,2,3,35,2,4.0,6.0,1.0,600,60,0,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21858,5,2,3,24,1,2.0,5.0,2.0,510,30,60,1140,60,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,2.0,2.0,2.0
21859,5,1,4,59,2,1.0,2.0,6.0,580,30,30,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21860,7,1,3,35,1,2.0,6.0,4.0,360,30,10,1440,60,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21861,7,1,3,35,1,2.0,4.0,3.0,470,150,75,1440,30,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
21862,5,1,5,46,1,4.0,5.0,5.0,535,0,490,835,80,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21863,5,2,3,10,2,2.0,5.0,2.0,700,60,60,1410,0,0,0,0,0,,2.0,2.0,2,2,,3.0,2.0,2.0,1.0,2.0
21864,4,1,6,35,1,6.0,2.0,5.0,390,0,75,920,60,465,190,0,0,,,,1,1,2.0,1.0,2.0,1.0,1.0,2.0
21865,3,1,6,35,1,7.0,1.0,6.0,540,30,0,955,20,420,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,1.0
21866,5,1,3,35,1,,2.0,2.0,420,0,110,1195,45,0,0,0,0,,,,2,2,,8.0,,2.0,1.0,1.0
21867,4,2,2,24,2,6.0,2.0,6.0,660,60,75,450,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21868,2,2,5,48,1,4.0,2.0,3.0,535,45,30,870,30,0,0,0,0,,2.0,1.0,1,2,,3.0,1.0,2.0,1.0,1.0
21869,7,2,3,24,1,2.0,6.0,6.0,480,60,165,1355,30,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21870,6,2,3,59,2,7.0,6.0,5.0,350,0,135,995,175,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
21871,3,1,6,11,3,3.0,4.0,3.0,425,20,30,825,30,555,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,1.0
21872,1,1,6,48,1,1.0,1.0,3.0,580,0,0,260,90,0,345,0,30,1.0,2.0,2.0,2,2,1.0,3.0,2.0,2.0,2.0,2.0
21873,4,1,5,35,1,4.0,1.0,3.0,170,90,25,345,60,625,0,0,0,,,,1,1,,8.0,2.0,2.0,1.0,1.0
21874,6,2,3,13,1,1.0,4.0,3.0,480,30,30,1260,20,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
21875,1,1,6,35,1,2.0,2.0,1.0,610,0,40,495,0,0,0,0,0,,,,1,1,1.0,7.0,2.0,1.0,2.0,2.0
21876,6,2,1,10,2,3.0,2.0,5.0,500,70,150,0,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21877,5,1,1,59,1,2.0,2.0,3.0,645,0,30,585,60,0,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,2.0
21878,6,2,3,59,1,4.0,6.0,6.0,420,285,165,1230,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
21879,6,1,1,12,1,6.0,3.0,3.0,450,90,30,420,120,0,0,0,0,,,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
21880,1,2,6,35,1,1.0,2.0,3.0,465,0,25,790,0,0,390,0,300,1.0,1.0,2.0,2,2,1.0,1.0,2.0,1.0,1.0,2.0
21881,4,2,1,11,3,1.0,6.0,1.0,615,60,20,785,0,0,0,0,0,,,1.0,1,2,,1.0,1.0,1.0,1.0,2.0
21882,5,1,1,12,1,6.0,2.0,1.0,540,70,30,1440,85,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21883,4,2,3,59,1,1.0,2.0,3.0,665,40,0,895,60,545,0,0,0,,2.0,2.0,1,2,,1.0,2.0,2.0,1.0,2.0
21884,6,1,6,35,1,3.0,3.0,1.0,630,105,120,1350,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
21885,5,2,6,24,1,3.0,1.0,6.0,465,10,40,760,45,510,0,0,0,,,,1,1,,8.0,2.0,1.0,1.0,
21886,5,1,1,35,1,4.0,2.0,3.0,420,0,75,480,100,500,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
21887,6,2,1,35,1,2.0,2.0,6.0,430,0,60,130,0,510,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21888,3,2,2,47,1,4.0,3.0,4.0,570,165,150,80,65,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
21889,5,1,1,35,1,2.0,1.0,5.0,390,30,15,550,45,520,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
21890,4,2,1,35,1,4.0,6.0,6.0,360,0,0,630,60,750,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
21891,5,2,1,47,1,5.0,2.0,6.0,395,75,0,270,70,535,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21892,4,1,1,47,1,6.0,3.0,3.0,480,0,105,225,0,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,1.0
21893,2,1,6,47,2,3.0,2.0,3.0,555,15,85,0,0,620,0,0,0,,,,1,1,,3.0,2.0,1.0,2.0,2.0
21894,1,1,6,59,1,1.0,2.0,2.0,325,0,65,290,145,0,320,0,0,1.0,1.0,2.0,2,2,1.0,7.0,2.0,2.0,2.0,2.0
21895,2,1,6,24,1,6.0,1.0,5.0,570,120,60,1275,0,75,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
21896,2,2,1,59,1,6.0,2.0,4.0,740,60,30,370,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
21897,4,2,1,35,1,6.0,1.0,2.0,525,15,40,175,0,465,0,0,0,,,,1,1,,1.0,,2.0,2.0,1.0
21898,5,1,1,12,2,1.0,1.0,2.0,590,0,135,185,25,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,1.0
21899,5,2,5,13,1,2.0,1.0,3.0,435,0,120,905,110,465,0,0,0,,,,1,1,,2.0,2.0,1.0,2.0,1.0
21900,2,1,1,35,1,6.0,1.0,3.0,435,40,60,275,0,420,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,1.0
21901,5,2,1,35,1,2.0,2.0,6.0,510,335,45,0,0,0,0,0,0,,2.0,2.0,2,2,,8.0,,2.0,2.0,2.0
21902,3,1,1,24,1,6.0,1.0,4.0,450,0,60,660,60,720,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
21903,5,1,6,24,1,7.0,2.0,6.0,420,0,70,900,50,510,0,0,0,,,,1,1,,1.0,1.0,1.0,2.0,2.0
21904,1,2,6,35,2,2.0,2.0,5.0,420,0,60,855,0,0,345,0,330,1.0,2.0,1.0,1,2,1.0,8.0,2.0,2.0,2.0,2.0
21905,1,1,6,48,1,1.0,3.0,1.0,520,10,130,1160,0,0,250,0,300,1.0,2.0,1.0,1,2,1.0,1.0,2.0,1.0,1.0,2.0
21906,2,2,4,24,1,6.0,1.0,2.0,630,190,45,765,15,0,0,0,0,,1.0,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
21907,6,1,1,35,1,1.0,5.0,1.0,660,120,60,150,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
21908,3,2,1,35,1,7.0,1.0,6.0,540,0,0,0,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21909,3,2,1,35,2,7.0,1.0,3.0,310,0,10,90,70,620,0,0,0,,,,1,1,,3.0,2.0,2.0,1.0,2.0
21910,5,2,5,46,2,6.0,2.0,3.0,390,35,15,810,80,630,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
21911,2,1,1,12,1,2.0,2.0,4.0,430,40,15,110,95,580,0,0,0,,,,1,1,,2.0,2.0,1.0,2.0,2.0
21912,4,1,1,35,1,2.0,1.0,3.0,600,0,105,1140,0,405,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,
21913,7,1,1,24,1,2.0,4.0,5.0,620,60,80,200,55,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
21914,5,1,4,47,2,1.0,3.0,2.0,420,0,410,380,70,0,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
21915,4,2,1,35,1,6.0,1.0,6.0,380,175,60,445,70,0,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,1.0
21916,3,1,6,35,1,2.0,2.0,4.0,450,0,0,930,0,505,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,1.0
21917,1,1,6,48,1,1.0,1.0,2.0,710,0,80,960,0,0,0,0,0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,2.0,2.0,2.0
21918,1,2,6,46,1,6.0,1.0,3.0,480,45,15,735,0,570,0,0,0,,,,1,1,,3.0,2.0,,2.0,2.0
21919,1,2,2,24,1,4.0,2.0,4.0,465,45,50,960,0,480,0,0,0,1.0,2.0,1.0,1,2,1.0,1.0,2.0,2.0,2.0,2.0
21920,6,1,5,46,1,3.0,6.0,2.0,450,30,100,1310,120,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21921,1,1,6,35,1,3.0,4.0,2.0,240,45,60,1120,475,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
21922,5,1,5,59,1,4.0,2.0,6.0,450,40,240,1255,145,0,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,2.0
21923,4,2,4,35,1,6.0,1.0,6.0,410,260,0,940,230,390,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
21924,6,2,4,13,1,3.0,1.0,6.0,570,120,50,980,0,0,0,0,10,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,1.0
21925,6,2,1,24,1,1.0,4.0,1.0,510,45,120,0,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21926,3,2,5,48,1,3.0,1.0,5.0,240,45,75,295,40,420,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,1.0
21927,3,1,1,47,1,3.0,1.0,3.0,470,15,110,105,50,515,0,0,0,,,,1,1,,4.0,2.0,1.0,1.0,2.0
21928,3,1,1,12,1,1.0,6.0,4.0,675,90,30,45,60,0,0,0,0,,,,1,1,,3.0,2.0,2.0,2.0,2.0
21929,2,1,6,35,1,6.0,1.0,5.0,450,0,240,600,0,0,0,0,0,,,1.0,1,2,1.0,7.0,2.0,1.0,1.0,1.0
21930,7,1,3,35,2,4.0,5.0,6.0,485,0,85,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21931,3,2,5,48,1,,1.0,4.0,400,15,150,450,30,600,0,0,0,,,,2,2,,4.0,2.0,1.0,1.0,1.0
21932,7,2,3,24,1,1.0,5.0,6.0,675,0,105,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,,2.0,2.0
21933,3,1,1,35,1,,2.0,3.0,455,45,90,105,105,575,0,0,0,,,,2,2,,,,,,
21934,4,2,1,35,1,4.0,2.0,4.0,540,30,30,0,0,0,0,0,0,,,,1,1,,1.0,1.0,2.0,1.0,1.0
21935,1,1,6,47,1,1.0,2.0,2.0,515,0,45,0,10,0,415,0,0,1.0,2.0,1.0,1,2,1.0,7.0,1.0,2.0,2.0,2.0
21936,5,2,1,35,1,4.0,1.0,2.0,375,15,0,165,150,435,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
21937,4,1,1,12,1,6.0,1.0,5.0,405,60,40,550,60,330,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21938,1,2,6,46,1,1.0,6.0,3.0,955,0,50,1210,0,0,0,0,0,,2.0,2.0,2,2,1.0,4.0,2.0,2.0,2.0,2.0
21939,6,2,6,24,1,1.0,1.0,2.0,510,0,60,1340,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,2.0
21940,2,1,6,35,1,2.0,2.0,2.0,480,0,0,1080,0,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,1.0
21941,6,1,3,35,1,4.0,3.0,1.0,220,0,235,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
21942,4,2,1,48,1,4.0,1.0,3.0,480,50,90,1230,10,0,0,0,0,,,,1,1,,5.0,2.0,2.0,2.0,2.0
21943,4,1,6,46,1,6.0,3.0,3.0,750,80,0,1280,0,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
21944,2,1,6,59,1,6.0,1.0,4.0,475,0,90,730,110,525,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
21945,6,2,1,35,1,,5.0,2.0,520,70,50,255,90,0,0,0,0,,,,2,2,,,,,,
21946,3,2,5,59,1,7.0,1.0,6.0,1350,60,0,810,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
21947,2,1,2,24,1,7.0,2.0,3.0,525,0,75,0,0,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,2.0,2.0,2.0
21948,5,1,1,12,1,6.0,2.0,6.0,555,70,90,0,80,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,1.0
21949,5,2,1,35,2,2.0,1.0,6.0,420,0,30,515,50,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
21950,6,2,1,24,1,2.0,1.0,6.0,540,90,145,305,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,1.0
21951,2,2,6,47,1,6.0,3.0,3.0,540,45,30,660,30,540,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
21952,4,1,1,48,1,3.0,1.0,2.0,375,50,105,535,40,460,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
21953,3,1,2,24,2,4.0,2.0,4.0,450,15,40,435,170,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
21954,6,1,4,13,2,5.0,6.0,6.0,540,0,150,1020,20,260,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21955,5,1,6,10,1,6.0,1.0,5.0,440,0,60,750,10,390,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,2.0
21956,1,2,6,35,1,2.0,1.0,2.0,525,30,15,45,0,0,510,0,0,1.0,2.0,1.0,1,2,1.0,7.0,2.0,1.0,1.0,2.0
21957,4,1,1,59,1,7.0,1.0,3.0,600,15,60,135,50,0,0,0,0,,,,1,1,,1.0,1.0,2.0,1.0,1.0
21958,1,1,6,35,1,1.0,3.0,2.0,480,0,15,360,0,0,0,0,0,1.0,2.0,1.0,1,2,1.0,2.0,2.0,2.0,1.0,2.0
21959,4,2,1,59,1,7.0,1.0,6.0,390,45,0,210,180,720,0,0,0,,,,1,1,,5.0,2.0,1.0,1.0,1.0
21960,3,2,4,48,1,6.0,3.0,1.0,520,30,60,1440,220,0,0,0,0,,1.0,1.0,1,2,,1.0,2.0,1.0,1.0,2.0
21961,4,1,5,46,1,2.0,2.0,3.0,810,150,0,1440,30,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
21962,1,2,6,35,1,4.0,3.0,2.0,540,30,0,295,0,0,0,0,0,,2.0,1.0,1,2,,7.0,1.0,2.0,2.0,1.0
21963,5,1,2,10,2,2.0,1.0,3.0,451,0,60,410,140,0,0,0,0,,,,1,1,,8.0,1.0,2.0,1.0,2.0
21964,3,2,1,10,1,,3.0,2.0,855,190,0,525,0,0,0,0,0,,,,2,2,,,2.0,2.0,2.0,2.0
21965,6,2,1,35,2,4.0,4.0,6.0,525,120,45,285,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21966,5,1,1,35,1,,3.0,6.0,450,0,65,750,40,0,0,0,0,,1.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
21967,7,2,6,24,1,1.0,6.0,6.0,600,60,120,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21968,4,2,2,35,2,2.0,1.0,6.0,540,0,0,720,60,540,0,0,0,,,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
21969,6,2,5,24,2,1.0,2.0,6.0,510,0,120,985,120,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,2.0
21970,1,2,6,35,1,2.0,2.0,2.0,735,0,15,1410,0,0,0,0,270,1.0,2.0,1.0,1,2,1.0,2.0,2.0,2.0,1.0,1.0
21971,6,1,1,24,1,3.0,1.0,6.0,480,55,75,95,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,1.0
21972,3,2,1,47,1,6.0,1.0,3.0,510,70,60,680,40,0,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,1.0
21973,7,2,3,47,1,5.0,6.0,6.0,630,330,60,1020,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
21974,1,2,6,35,1,4.0,2.0,2.0,660,0,20,1000,0,390,0,0,0,,,,1,1,,4.0,2.0,2.0,2.0,2.0
21975,6,1,1,35,2,2.0,6.0,3.0,540,135,0,215,20,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21976,7,1,3,11,3,6.0,6.0,6.0,560,0,60,1315,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21977,6,2,1,35,1,2.0,2.0,6.0,480,315,90,945,5,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21978,6,2,5,35,1,4.0,5.0,1.0,660,120,30,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,2.0
21979,3,2,1,48,1,6.0,1.0,3.0,475,0,45,40,50,585,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
21980,3,2,1,24,1,6.0,1.0,6.0,480,15,105,145,30,460,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
21981,5,2,3,12,1,2.0,1.0,6.0,460,30,50,925,160,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
21982,4,2,1,35,2,4.0,1.0,3.0,510,80,60,475,115,0,0,0,0,,2.0,1.0,1,2,,3.0,2.0,2.0,2.0,2.0
21983,7,2,5,24,1,4.0,6.0,6.0,470,0,120,1365,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,2.0
21984,2,1,6,35,1,7.0,2.0,2.0,600,0,0,300,0,0,0,0,0,,,,1,1,,5.0,2.0,1.0,1.0,1.0
21985,5,2,1,35,1,,2.0,6.0,540,270,60,60,0,0,0,0,0,,,,2,2,,1.0,2.0,1.0,2.0,2.0
21986,5,1,2,35,1,2.0,4.0,4.0,465,265,100,595,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,1.0,2.0
21987,5,1,1,24,1,4.0,2.0,5.0,405,85,120,100,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
21988,5,2,1,46,2,3.0,4.0,3.0,590,100,0,0,0,0,0,0,0,,2.0,2.0,2,2,,2.0,2.0,2.0,1.0,2.0
21989,1,2,6,47,1,1.0,2.0,2.0,510,0,10,245,160,285,0,0,0,,,,1,1,,7.0,2.0,1.0,2.0,2.0
21990,1,1,1,35,1,2.0,1.0,3.0,550,45,30,0,0,0,0,0,0,,,2.0,2,2,,7.0,2.0,2.0,2.0,2.0
21991,4,1,1,59,1,5.0,2.0,6.0,700,0,180,75,0,105,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
21992,6,1,1,24,1,1.0,2.0,6.0,495,0,60,100,65,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21993,2,1,2,35,1,6.0,2.0,6.0,510,90,50,165,75,470,0,0,0,,,,1,1,,2.0,1.0,2.0,1.0,2.0
21994,7,1,1,12,1,3.0,6.0,6.0,490,170,30,355,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21995,5,2,1,46,2,3.0,1.0,4.0,390,0,0,210,0,0,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
21996,5,2,1,11,3,6.0,2.0,6.0,480,50,0,320,50,425,0,0,0,,,,1,1,,2.0,1.0,2.0,1.0,1.0
21997,4,1,2,24,1,1.0,2.0,2.0,720,45,0,640,0,0,0,0,0,,,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21998,5,1,1,12,1,7.0,6.0,6.0,695,0,80,115,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
21999,4,2,1,35,1,6.0,3.0,2.0,530,85,60,255,80,360,0,0,0,,,,1,1,,2.0,1.0,2.0,2.0,1.0
22000,5,1,1,48,1,3.0,3.0,6.0,530,0,105,335,15,0,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
22001,2,1,1,59,1,3.0,1.0,3.0,420,0,0,0,40,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
22002,3,1,1,12,1,6.0,1.0,4.0,455,20,30,30,60,480,0,0,60,,,,1,1,2.0,1.0,2.0,2.0,1.0,2.0
